Batch ID,Interval,EX_bhb_e,EX_glc_e,Glutamate (Met),Glutamine (Met),Lactate (Met),EX_nh4_e,exp_growth_rate,EX_ac_e,EX_ala_L_e,EX_arg_L_e,EX_asn_L_e,EX_asp_L_e,EX_2hb_e,EX_cit_e,EX_cys_L_e,EX_etoh_e,EX_for_e,EX_fum_e,glucose,EX_glu_L_e,EX_gln_L_e,EX_gly_e,EX_his_L_e,EX_4hpro_e,EX_ile_L_e,,EX_lac_L_e,EX_leu_L_e,EX_lys_L_e,EX_mal_L_e,EX_met_L_e,EX_phe_L_e,EX_pro_L_e,EX_5oxpro_e,EX_pyr_e,EX_ser_L_e,EX_thr_L_e,EX_trp_L_e,EX_tyr_L_e,EX_val_L_e
U1,P0 to P2,0.009833711793876265,-1.0106124838012498,-0.01684354139668743,-0.3747687960762967,0.0,0.3852960094492268,0.034670390416558304,0.022525446601307616,0.169200086800702,-0.023488043142622584,-0.1882296362047434,0.05040125533023806,0.013335829755534833,0.0,-0.010348328152177014,0.032583225513923876,0.09943271141686368,0.0,-0.784798756424183,0.042028833135058175,-0.588105434059822,0.03077189060646052,-0.0015644779217848957,-0.006851053649724495,-0.014984388579690157,0.0,1.8083869152961929,-0.025884219967602044,-0.029632318731672037,0.0,-0.011580750561182972,0.00893065183609943,0.11750362240165356,0.2859595511103357,-0.07247063901534595,-0.12367507369188654,-0.00700406296746946,-0.00855728461978254,0.01471473589652291,-0.026983577558541177
U1,P12 to P14,0.0005271703963061423,-0.4467425676480603,0.008615019063419186,0.0,0.16632404895866626,0.004307012082931707,-0.008399429943897717,0.06491501205854296,0.00825661356294985,0.0013419043352972447,0.0,-0.0023463596500000617,-1.2549775888226744e-05,-0.0017001550023933061,0.0,-0.010334112535770464,-0.003859114108542124,0.0008268586782982232,-0.18039481154307208,-0.00014862499940129266,0.00017888927167297665,0.006647671751017002,0.00018408576673684953,0.0029496070273756065,0.00019562757249689508,-3.1797622070283164e-05,0.14014189553943715,0.0006871383796004292,0.0009307570103407605,0.001421743264778611,0.0005453676584702273,0.00010853982527633087,0.0031643399886982972,-0.004206272650196799,0.002880238647798106,0.0010879872116343176,0.0014379816713068045,0.00013709752853808312,-9.290525341132759e-05,6.1760507091088e-05
U1,P2 to P4,0.0037064517099482525,-0.5090231324202468,0.015781259032276427,-0.09092049976072186,0.9654444819952936,0.10597514001358353,0.03278062118952783,0.0012999000411118896,0.05607454658620385,-0.018404879951585375,-0.11713015949418198,0.01740132351275802,0.001472595580552626,0.0070233987921174065,-0.00400421411066087,0.07109638988093882,0.03162067880475198,0.0,-0.5618381262076627,0.01246961570165982,-0.12291380286849508,0.013199863607719306,-0.007384473642842233,-0.0049980216678155425,-0.016984120065707917,0.0010061538139803099,0.8549205710417863,-0.02792447676178548,-0.02667770399745013,0.0,-0.008676916954368218,-0.011761330963611987,-0.039342874437514996,0.009186688044018987,0.00292917580524252,-0.07080198758250379,-0.01591342776197107,-0.0039051075426405147,-0.012333481239537595,-0.022394861423877352
U1,P4 to P6,0.0011082673212907805,-0.29796772098905344,-0.0006348623646068699,-0.014289124486535337,0.11409487040433712,-0.0033729646291842585,0.016358716703023954,0.017143657261805688,0.004629065305648988,-0.008700457517506007,-0.03593503559172433,-0.003961547998234486,0.002587781784440718,0.005578274685536229,-0.0008363690347139206,-0.01768144485880475,0.020296109868177495,0.0,-0.277131245856591,0.0011613769027375843,-0.010801017552853284,0.013058674758310764,-0.0038353051978040884,-0.0003241099961723939,-0.00997876433234768,0.0020976780063562154,0.19058675517224655,-0.016042392215150966,-0.01193530629576449,0.0,-0.0040428410475917154,-0.005868122734882364,-0.013094881175025067,0.0034808165702887076,-0.011486403242661914,-0.038261069086371495,-0.012131021216976318,-0.003145789365020544,-0.0037124725824501676,-0.01167687068785284
U1,P6 to P8,0.0009473256262762836,-0.2824553396890949,-0.0003658500106069679,0.0,0.17117421433044763,0.020874970949957036,-0.0011652145731862922,0.06387380857069913,-0.017840571611497068,-0.002411200308940093,-0.00982588056019586,-0.004745307625318237,0.0027278167930558494,0.002482534636485783,-0.0003588190032833502,-0.0010475349959191234,0.0029471189402494745,0.0003268147352179542,-0.33810620297546395,0.0005382065538155888,0.0,0.0024998198887569317,-0.0008384863836953879,0.0006921916375827835,-0.0036406975620762983,0.003593752244958461,0.20632610090959097,-0.0061178184510222965,-0.0029709220625989932,0.0,-0.001338311169315058,-0.0021932435409153747,-0.0022853820372010112,0.0018465176717264266,-0.0012344566691924587,-0.010597348129511141,-0.0016228132437129182,-0.0018716941008468104,-0.0016655026535649744,-0.00393272632625588
U1,P8 to P12,0.003299116146513192,-0.6349237055113601,0.0037652256808182014,0.0,0.17646975789188163,0.014928570199271842,-0.0075676192345677275,0.2159087311752969,0.0026585528657461395,-0.0006883363375513759,-0.00041355734011862846,-0.014085803655468436,0.0017206007204989277,-0.0048205262824427145,0.0,0.0004169858632662185,-0.007080660874496417,0.0024292444427878148,-0.5478498877794233,0.001990705693744446,0.000572201708900813,0.007750807361657605,-8.495898622740377e-05,-0.0014982586143477857,-0.0018924513152385576,0.0011507981799269097,0.5751069818044874,-0.001656972938043194,-0.0017658269365235662,0.0075111320128208175,-0.0012652769680440126,-0.0012534365609014862,-0.004727066819558456,0.0053678731291202765,0.002010079757469775,-4.1454949952180035e-05,-0.0002577762363806091,-0.0030350607523024578,9.762770631624558e-06,-0.0009473818211281939
U2,P0 to P2,0.012045160460658027,-1.0550329659576008,-0.041283898667906084,-0.3600873383811819,3.1192278993529126,0.40137123704908806,0.03650816079097704,0.02173300136545654,0.16549659263126765,-0.03113706295871792,-0.28436843799605394,0.023200698636916442,0.012740170646178134,0.0,-0.016075524268675274,0.07010750051334248,0.10513091122865928,0.0,0.4058108431645731,0.009201108467091181,-0.7058283677740346,0.034137709248154166,-0.012336936711791844,-0.005184276044401855,-0.01872496955140319,0.0,1.9001504689784083,-0.03502824641884899,-0.04695897040970155,0.0,-0.015070341322828973,-0.0011456278295778842,0.06252917119927946,0.32736083067159844,-0.08468325237206241,-0.20623533612579745,-0.024836467191646876,-0.011260549076718432,0.012686320065942247,-0.02263485951311476
U2,P12 to P14,0.0014478908033921688,-0.21862893802885364,0.00458116324570422,0.0,0.21819780867967353,0.005259657550924941,0.0010439622392108812,0.06885143151982386,0.005155772259709712,0.0005911640927408645,0.0,-0.003606595912647203,-0.0004979492749002831,-5.507830790773426e-06,0.0,-0.00909121939696563,-0.0014051409370099686,0.0002883880492623887,-0.21220694037233334,-0.0009710052893018356,0.00020602989544800366,0.007667813458327261,0.0015505837761210538,0.004398621251562409,0.0011769571461813524,0.0004023390270613599,0.24522195004932168,0.0014449475896338992,0.0012733849531070302,0.001509031709098387,0.0004540056256974491,0.00048411374505180605,0.003595664519950374,0.0008491795762575356,-0.0011257189886350809,0.0006926276483910444,0.0008445768883832584,8.189773830498466e-05,0.0007199805699973602,0.0014407579602312562
U2,P2 to P4,0.00485338211111589,-0.6041820097856109,0.01768349859770088,-0.09977924862374657,0.6266837018824784,0.13009835579714782,0.033990046589398894,0.0017628532096734416,0.06463201761165481,-0.018226216563904912,-0.10824321070307552,0.024060156260239794,0.0019130700282856546,0.008675195239168857,-0.003769814371182992,0.07099702910956719,0.034858282760273654,0.0,-0.648015125822061,0.01838929375308611,-0.12283144177383418,0.017111627990761748,-0.006739815407861511,-0.002433238890598155,-0.015077595549877244,0.0009359663415229193,0.926422764758959,-0.02566183624050634,-0.02603361687781784,0.0,-0.008999021186748583,-0.010022724527798442,-0.03903352937624602,0.01889594775467981,0.005928337988664766,-0.06293235124559093,-0.018439610093647585,-0.003744148648207225,-0.012759854267204844,-0.022704007218940246
U2,P4 to P6,0.0009516662788688939,-0.3530707086883354,-0.005176453609091969,-0.015389429410257574,0.13607985305202086,-0.0036682226411732673,0.018176950468208428,0.015273495479667486,0.010484511843671709,-0.009216306939450655,-0.04008003323363072,-0.0031762513490989188,0.0023583281929392243,0.005722256955364802,-0.0008517920231514809,-0.01758132366074569,0.02092933139998638,0.0002278192696513695,-0.37061318837595864,0.00317519044299982,-0.01257786383655148,0.01281306065529765,-0.00370839381667147,-0.002110945081161515,-0.011079055963919917,0.002052236966792012,0.2128444739719075,-0.017267540003594737,-0.012382808791079992,0.0,-0.004195857111682403,-0.006740015321712958,-0.012324270039002378,-5.286354432322949e-06,-0.011856697451787137,-0.040786878305411306,-0.009572049492400625,-0.0031451560130136,-0.003653982474229579,-0.012658885481872544
