23dpg_c → 2pg_c_summed_flux,f6p_c → fdp_c_summed_flux,ac_c → accoa_c_summed_flux,13dpg_c → 3pg_c_summed_flux,glc_D_r → g6p_r_summed_flux,etoh_c → acald_c_summed_flux,acald_c → ac_c_summed_flux,23dpg_c → 3pg_c_summed_flux,13dpg_c → 23dpg_c_summed_flux,2pg_c → pep_c_summed_flux,fdp_c → dhap_c + g3p_c_summed_flux,fdp_c → f6p_c_summed_flux,glyc3p_c → dhap_c_summed_flux,g6p_r → glc_D_r_summed_flux,g3p_c → 13dpg_c_summed_flux,glc_D_c → g6p_c_summed_flux,bglc_D_c → bg6p_c_summed_flux,bg6p_c → g6p_c_summed_flux,bg6p_c → f6p_c_summed_flux,lac_L_c → pyr_c_summed_flux,pyr_m → accoa_m_summed_flux,oaa_c → pep_c_summed_flux,oaa_m → pep_m_summed_flux,g6p_c → f6p_c_summed_flux,3pg_c → 13dpg_c_summed_flux,2pg_c → 3pg_c_summed_flux,g1p_c → g6p_c_summed_flux,pep_c → pyr_c_summed_flux,glyc3p_x → dhap_x_summed_flux,dhap_c → g3p_c_summed_flux,glc_D_c → bglc_D_c_summed_flux,gdpglc_c → g1p_c_summed_flux,dhap_c → glyc3p_c_summed_flux,accoa_c → ac_c_summed_flux
2.4830926798515114e-05,0.4134303587427094,0.0003164876040864407,6.075497237192496e-06,25.47110169769314,0.0,0.05548090649133924,1.408183180172754e-05,3.8912758600266855e-05,124.0614328014442,0.41343035874271006,0,984.6824271535827,0.002413497831591824,124.03631909380158,12.382641272381376,0.1947259330143585,964.3076397917955,-964.1129138587829,-711.9488506086375,0.00040076864181900866,0,283.9030951962374,893.5506988115986,-124.03627410554617,-124.03523131302494,-37.890013141703186,407.9644516302744,-852.8254437064585,50.202568152189684,0.19472593301435853,0,131.86656762934768,0
2.48420008868092e-05,0.40228657770927667,8.811669652230218e-05,6.078206785385402e-06,25.469919438498174,0.0,0.05510730190391305,1.408811201228835e-05,3.8930112899121734e-05,124.10454623685212,0.40228657770927784,0,985.0521173348576,0.0022893324617057832,124.07946412516708,12.399012074202222,0.1910118346824614,964.7764696121615,-964.5854577774811,-712.5642707973399,0.000841021495241508,0,283.64248095247723,894.0008218156399,-124.0794191168477,-124.078351406343,-37.90723267515124,407.7469521969319,-853.3124748906803,50.197183028249036,0.19101183468246155,0,131.74922667957748,0
2.4838834590878603e-05,0.42320283444095613,8.574819980804695e-05,6.077432073175324e-06,25.499456802075265,0.0,0.05616881597291767,1.4086316378678268e-05,3.892515096958109e-05,124.24452113873713,0.42320283444095735,0,985.051863366992,0.0028285033063971516,124.22027530572689,12.397076368350927,0.09703012728076212,965.0933753650213,-964.9963452377426,-712.7400832878345,0.008494839191329154,0,283.6667370953439,894.370348488921,-124.22023030314391,-124.21832231417397,-37.843357402202784,407.91118324011507,-853.35517737133,50.26745469925588,0.09703012728076213,0,131.70627021458662,0
0.0007092046817961404,0.4149988714986234,0.0004293304532152933,6.075905707662899e-06,25.509141777923272,0.0,0.056438720089773804,1.4082778557562607e-05,0.0007232874603537272,124.28799289017547,0.4149988714986249,0,984.8794991754128,0.0028284645147910463,124.26465162154818,12.397795054599992,0.09707877771500097,965.1247680988345,-965.0276893211216,-712.3761235545666,0.008231495127484374,0,283.6758060553363,894.4165209791516,-124.26392225818233,-124.26110744353764,-37.847710523231115,407.9636877043529,-853.163927546185,50.29192677923207,0.09707877771500092,0,131.72515580462093,0
0.0007038738850458233,0.9416114789297252,0.0008855153767960633,4.9915884831387224e-06,26.083865731253958,0.0,0.05446247902132102,1.1569540187212763e-05,0.00071544342523306,123.49455959164732,0.9416114789297261,0,981.3418458636584,0.004778702402248654,123.471250719149,12.30978800784754,0.09627326975623045,966.4747886771191,-966.3785154073654,-709.3336000349492,0.008495897657033223,0,290.2644960426674,896.7661581505396,-123.47053028413572,-123.46755964332418,-38.333747661126274,413.7585811265764,-845.3346576845578,50.04704072133798,0.09627326975623036,0,136.01672102361158,0
0.0007039808523541481,0.9327373703331653,0.0008366915787714192,5.009784672880682e-06,26.089939596831048,0.0,0.05457455494254345,1.1611715448491796e-05,0.0007155925678026635,123.505382855157,0.9327373703331672,0,981.4676005770336,0.009789896975017637,123.48691655861433,12.309994199241437,0.09646422634160337,967.3508601556645,-967.2543959293254,-709.5457282781111,0.010537223411459212,0,289.96998741284585,897.6890954443604,-123.48619595626214,-123.47839628543055,-38.32131125695094,413.4748756368325,-845.4524336899298,50.06147804449616,0.09646422634160333,0,136.0221742568134,0
0.002581547303313565,0.9622394236431276,0.003017934427467787,4.990422341956671e-06,26.153798430127086,0.0,0.055879119777469385,1.1566837296676968e-05,0.002593114140610265,123.7498395528894,0.9622394236431303,0,981.299707374389,0.02511602887231538,123.73136991128911,12.320476416337279,0.09569204805433959,966.4994327962623,-966.4037407482102,-708.3952155725574,0.012894695482257674,0,290.56199049266104,896.8904923561837,-123.72877180672698,-123.7233197596524,-38.40259343118626,414.28633452575855,-844.5470545806899,50.18832188344682,0.09569204805433955,0,136.76417503732517,0
0.0025804388477773488,0.9426348574434182,0.003192328622185665,4.990396617080621e-06,26.139571604886935,0.0,0.0561096934822142,1.1566777671371658e-05,0.0025920056254487467,123.66410438807543,0.9426348574434203,0,981.1419341702589,0.025418648227521514,123.64563552428706,12.329193954967483,0.0961648196791465,966.2141501542653,-966.1179853345882,-708.1112746698877,0.006879211906941269,0,290.6961224277353,896.6152399011321,-123.64303852826595,-123.63758589536712,-38.39767933601317,414.3343256773599,-844.1518043363873,50.148835878682874,0.09616481967914649,0,137.00165206871944,0
0.00256519238687967,1.1717663223551855,0.0031756097873110196,3.653315814237987e-06,25.597210521053317,0.0,0.06413001318006667,8.467682035925211e-06,0.0025736600689156225,121.31378736187662,1.1717663223551877,0,968.781923351318,0.0373999238618017,121.29556131522247,12.062335450097088,0.2340115556057604,935.6344856950304,-935.4004741394264,-707.0575971178296,0.010486370520447841,0,295.51303060488726,867.2822310818615,-121.29298400183895,-121.28755387843925,-37.7869939442322,416.8007890118461,-832.6484695075136,49.21831409246908,0.2340115556057604,0,136.14316474990935,0
0.0025642087034722597,1.250141432161797,0.004384808276492695,3.586528123541109e-06,25.47724367072294,0.0,0.06759648375237039,8.312881039380948e-06,0.0025725215845116673,120.93108657893629,1.2501414321617994,0,968.298821096142,0.01656797369244712,120.9128523946307,12.081797756502937,0.2343126473745476,934.9009355906077,-934.6666229432351,-706.1642120277463,0.02732956031149127,0,295.4581296724942,866.7676041006255,-120.91027628651878,-120.90487388173429,-37.71611285363254,416.36319415544295,-832.5798732079267,49.061490576315656,0.23431264737454757,0,135.73057122213905,0
0.002564190234059981,1.264496102177242,0.0042461274493760665,3.58545816042405e-06,25.470617450128906,0.0,0.07772892543434527,0.0025957063272102334,0.005159896561270248,120.86721438598693,1.2644961021772452,0,968.2749742211042,0.01656555961700276,120.84894938217906,12.102818345956598,0.21115987516228144,936.6153595383536,-936.4041996631935,-705.8439432800718,0.04302787545612065,0,295.49563780968714,868.4476510724694,-120.84378590016068,-120.84097171836466,-37.699158980973195,416.3368302224637,-832.2736798849194,49.01684200400407,0.21115987516228119,0,136.01291763943098,0
0.002564286244213946,1.2227105965913807,0.004246042802071022,3.5905828312294e-06,25.445092533286218,0.0,0.0800821011368288,0.00012755466151989208,0.0026918409057338694,120.7453037673514,1.2227105965913836,0,968.0544314730561,0.014412999303310957,120.72621654957209,12.112363002529383,0.20595241680815157,936.5106152971479,-936.3046628803421,-705.8157358077382,0.04670560253730632,0,295.5902096774146,868.3457625585565,-120.723521118085,-120.71906576954203,-37.66568693471823,416.3094975226361,-831.9030734647351,48.96193974559271,0.20595241680815124,0,136.16298189656732,0
0.00256418931934444,1.2309024370839337,0.004662652066333835,3.5856362941269454e-06,25.442498228611758,0.0,0.08070284172500003,0.0001275187686482082,0.002691708087992678,120.75009376367825,1.2309024370839374,0,968.0315723605966,0.011262519247632627,120.73389425473567,12.088965668887308,0.211826258929743,936.9915627265681,-936.7797364676406,-706.2017553229259,0.04778759327594312,0,295.7203866964589,868.8602471103743,-120.73119896101404,-120.72385879561995,-37.64787514912439,416.4441317880477,-832.2324860929122,48.96921018438384,0.21182625892974274,0,135.81070970031456,0
0.0025741331633746395,1.2705684178896215,0.004662634819708476,3.5853157717498824e-06,25.481043286098316,0.0,0.0814750790348298,0.00012751623908183063,0.002701649402456502,121.01756541321072,1.2705684178896253,0,968.0355594400268,0.002018539632680161,121.00549714680187,12.084630547567222,0.21419481874195426,937.2536816558096,-937.0394868370702,-705.7526806144188,0.03590161694302886,0,295.43918082557633,869.0969575319621,-121.0027919120868,-120.99131904865808,-37.70078595868631,416.4303976629774,-832.2189132847906,49.102168572745725,0.21419481874195412,0,135.8282745980625,0
0.002574073834099414,6.437318529729956,0.20738100565455922,3.584984463038519e-06,27.39966058125667,0.0,0.2856826506582581,0.0001275116930818834,0.0027015855271813284,132.21431460257838,6.43731852972996,0,966.8499020373025,0.001921269023298157,132.21188985208187,11.164178788635194,0.20581355251628375,940.011901698013,-939.8060881454992,-702.9803381308529,0.0604634541384855,0,294.9169440949559,871.892939353776,-132.20918468157333,-132.1878099919778,-38.72903569384045,427.109065761003,-814.2241109361336,54.64514570416784,0.20581355251628347,0,152.63741926849266,0
0.0025741689210904096,6.451750315947637,0.20738155389545326,3.5884896525205574e-06,27.374985536492574,0.0,0.2837315398874615,0.00012753819878535174,0.002701707119875791,132.0473108924382,6.451750315947642,0,967.1488843641569,0.0019238528116992688,132.04276224783928,11.171204109345075,0.1938197166300788,939.7249039475558,-939.5310842309287,-703.507527224172,0.06585545971302685,0,295.06582933498527,871.6390191026267,-132.0400569522326,-132.02081283005506,-38.70054551750827,427.09094902833016,-814.4428212595485,54.579695774154324,0.1938197166300786,0,152.71982670823863,0
0.0025741025899930574,6.459060451015155,0.21888868309042966,1.9057194704524744e-05,27.3800414149852,0.0,0.28309637957189926,0.0001275233525726003,0.0027016259425656853,132.0605239253465,6.459060451015163,0,967.2234727452669,0.0031040478278014133,132.05619157964054,11.299930652347811,0.15352255020527023,940.1784195116142,-940.0248969614121,-704.3237657689511,0.07337689611007978,0,295.62640616301246,872.1355789484958,-132.05347089650576,-132.03421871441978,-38.79316230058185,427.6647394195383,-814.6021357024778,54.57942529043083,0.15352255020527003,0,152.6350992717222,0
0.002574197990666652,6.472601537698622,0.22343032136819693,1.9060402481358148e-05,27.333298804673696,0.0,0.2649117695427947,0.00012754771414905079,0.002701745704815731,131.8552975284946,6.4726015376986314,0,965.9383454452815,0.0030595890772338245,131.85094481621627,11.286521580299137,0.17131748647239034,939.5426687878041,-939.3713513013352,-703.4441265494526,0.08035009026950954,0,297.4665398977713,871.4960254265837,-131.84822401011087,-131.82897023796713,-38.811359708619804,429.29932322473127,-812.1250385079019,54.4899391793266,0.17131748647238992,0,153.82706969609183,0
0.002574048630038322,6.555567205137034,0.22342701940198514,1.905584405705948e-05,27.372408264135125,0.0,0.2608510038220636,0.0001275132132516165,0.002701561843289964,131.97442778383777,6.555567205137046,0,965.1449941881988,0.002704774261667673,131.973528528849,11.321039089616871,0.36181091750151206,937.5952360219312,-937.233425104433,-702.2074336486663,0.0803249364526341,0,298.30801539199155,869.359189749811,-131.9708079111632,-131.94812156260878,-39.0655988263414,430.26128685074656,-811.077184358442,54.56570821825265,0.3618109175015116,0,154.0863139858523,0
6.216325647114943e-06,313.162188716988,9.418463480951324e-05,1.0433906895883283e-07,107.42247117293802,0.0,0.0006858182573517112,7.882493375026341e-07,7.004574984617674e-06,642.6102564124919,313.1621887169881,0,363.16431810528,2.5943956460186357e-05,642.5805869091957,0.02357032199014796,0.08102288589110779,-963.9688407882331,964.0498636741244,140.4368741092194,196.9869085307919,0,351.92985097357956,-971.7899896181608,-642.5805798002818,-642.5805605994378,-107.47784221177317,994.5400787673783,-355.05167373702466,320.0043772955789,0.08102288589110779,0,8.112666123659821,0
4.1357812122644345e-05,313.15744172324014,7.398055560585624e-05,8.343092324457911e-08,107.42078448995181,0.0,0.005520420531247453,6.302947748241834e-07,4.198810689746861e-05,642.6133982143351,313.1574417232399,0,363.07823933552356,4.953643824625426e-05,642.5802520023209,0.018028528535234928,0.10385148503823508,-964.1468095143314,964.2506609993696,140.89588470870444,196.9835838691151,0,351.98047196600675,-971.9785260865757,-642.580209930783,-642.5801944092248,-107.50327929559445,994.5938472405062,-354.97759912547906,320.0045587598605,0.10385148503823509,0,8.104133538319328,0
4.128405974216164e-05,313.1819425265032,7.286589140740301e-05,8.219562456510648e-08,107.24700491913342,0.0,0.005871569297600178,6.209624760464709e-07,4.190502221820818e-05,641.5682672720621,313.1819425265028,0,362.26996360466967,3.968173362362826e-06,641.5350815700709,0.031452020221793976,0.10427803971361857,-965.9463596746153,966.0506377143297,141.03131280485843,196.98265472717634,0,352.2860334150435,-973.8045406651572,-641.5350395828533,-641.5350242610374,-107.34308396856385,993.854277919447,-354.98461397632445,319.4777483075647,0.10427803971361863,0,7.2888501032625,0
4.128039190337846e-05,313.1811054602371,7.280948167432064e-05,4.1757373452559e-07,107.24239726306162,0.0,0.006266233271136146,6.204979663124442e-07,4.1900889869690964e-05,641.5584927681186,313.18110546023655,0,362.29595910674414,9.86503565587377e-06,641.5253057159912,0.030653420823813584,0.10585230342771801,-965.9051781708503,966.0110304742788,140.991986472632,196.9826259946845,0,352.27074020382133,-973.7650351925823,-641.525263397528,-641.524272483673,-107.33930628447662,993.8292102425916,-355.04239254693493,319.47268970875933,0.10585230342771806,0,7.257067021580903,0
4.1214946498400695e-05,313.23699081400054,7.1869221858651e-05,2.580158371679313e-07,107.04691556789626,0.0,0.007422056742933169,6.12214274115383e-07,4.182716077251612e-05,640.3812779871798,313.23699081399985,0,362.2428917406261,9.58406569719235e-06,640.3480982422165,0.039114393266418246,0.10700640202450992,-966.0308768772982,966.137883279324,139.2968457771127,197.0068222610744,0,352.6122987639393,-973.8484345266097,-640.3480561570411,-640.3469258957233,-107.15655055765615,992.9935527998605,-355.98244058526086,318.90224321252595,0.10700640202451,0,6.2639513800328155,0
0.00038757332110356794,313.23668238510504,0.00026271321189346304,2.565659713433797e-07,107.04458278549917,0.0,0.00738957144250519,6.012651105151505e-07,0.00038817458621408305,640.3726970172952,313.23668238510425,0,362.2122818344367,1.1226200047646748e-05,640.3395940246005,0.03787784022906292,0.10995324428472336,-966.0666886158123,966.1766418600981,139.3098690678081,197.005757441774,0,352.6032079167773,-973.8851175967029,-640.3392055934497,-640.3379988599526,-107.1559911390046,992.9758190255573,-355.95606380639845,318.8976044407872,0.10995324428472344,0,6.2597293923156165,0
0.0003875844195009736,313.2392688083178,0.00022091922076833837,2.5675217999362516e-07,107.04843438613565,0.0,0.00796331788478093,6.026713878275532e-07,0.00038818709088880144,640.3972114752537,313.2392688083172,0,362.0626560957977,4.859809140859485e-05,640.3641088043494,0.038037108247463855,0.10975226062221581,-966.3308133341216,966.4405655947456,139.47901076354822,197.006455399671,0,352.57340929328257,-974.1363563127186,-640.3637203605069,-640.3625118528681,-107.16084801940029,992.9705345066786,-355.80423640009224,318.9112443666423,0.10975226062221595,0,6.261932150122122,0
0.0003886642140393506,313.4742853973204,0.0002209991187854462,2.5671211016908065e-07,106.84445558786972,0.0,0.007681566900448598,6.023725936289401e-07,0.0003892665866329796,639.1210339768411,313.4742853973198,0,361.38166583841974,2.970719156369018e-05,639.0879174444058,0.06858235469939696,0.11043504888417793,-967.2634787861722,967.3739138350579,138.06620533478292,197.01008645204251,0,352.76482743492227,-975.1459712419984,-639.0875279211077,-639.0863036795665,-106.9922925312664,991.8857751609364,-356.81098813174447,318.25081627121386,0.11043504888417803,0,4.57419014248634,0
0.0003885599674975685,247.96745757343584,0.0031193878764944,0.00062985742314469,85.04140969377966,0.0,0.009576413797933163,5.989253257159541e-07,0.00038915889282328505,508.2373463880524,247.9674575734351,0,488.67878686674027,0.0018787541881162939,508.20703892467765,2.7514940591982326,4.249109813170364,-459.0917703540929,463.340880167264,87.75520234701821,127.0670715676563,0,397.479356595495,-471.0468207861253,-508.206019908363,-508.20542060068874,-91.93546822408187,905.7166168707884,-392.1894721138481,252.80595092357757,4.249109813170365,0,96.49369318918896,0
0.0003885614137217562,247.6354858919433,0.003043860538845474,0.0006293930744780786,84.98850807578802,0.0,0.010525412065595345,5.991210520785359e-07,0.00038916053477383496,507.91818966468725,247.63548589194252,0,488.65043958847065,0.0018784829219159473,507.8897918885075,2.7563936696621028,4.25114068556775,-457.72403451442386,461.9751751999915,87.49448171893891,127.06716844288798,0,397.7486952432183,-469.63794783701485,-507.88877333489904,-507.88627053387995,-91.86964283210413,905.6667987880573,-391.9370107223497,252.65071873262872,4.2511406855677505,0,96.719278109079,0
0.0003885103346469802,188.64267760624392,0.003043526643200173,0.0006293102822391441,71.93476080446456,0.0,0.013577839847771056,5.990464476153334e-07,0.00038910938109459566,422.11315880544294,188.64267760624327,0,609.7039625547028,0.059872665775932934,422.12589718177026,4.474685487970405,4.252462933752306,-142.43052083473253,146.68298376848549,108.41222899584773,70.89975771103934,0,397.29766673558254,-174.26444074249446,-422.1248787621074,-422.08422240227355,-80.43441792541576,819.4107393615635,-447.2383176500341,206.4397909388745,4.2524629337523026,0,162.47234163450852,0
0.0003885423082821293,188.68165740542167,0.0037718124511948643,0.0006293113763336995,71.93977210853299,0.0,0.017581489131608247,6.02982588386353e-07,0.00038914529087051585,422.12692547077177,188.68165740542096,0,609.6578074127602,0.05987280883039667,422.1454679386055,4.493729290777291,4.253370414912906,-142.13040568782242,146.38377610273585,108.46229168804246,70.90393054179366,0,397.3311010300708,-173.97654562533882,-422.1444494819396,-422.09872401294115,-80.47692355864136,819.457939453454,-446.99293180364936,206.44607125309224,4.2533704149129035,0,162.67157246276315,0
0.0008930045747614732,188.64541039560498,0.0037715404652267524,0.0006300959483631033,71.92555080617552,0.0,0.023145422945056494,5.988320643232353e-07,0.0008936034068257968,422.04650605888617,188.64541039560433,0,609.5216540538638,0.05988071201445132,422.0650596649965,4.4961435253872,4.255041571730264,-142.08416817798684,146.3392097497176,108.66803053378578,70.88497060700536,0,397.46954225762437,-173.91551828049063,-422.0635359656418,-422.0178085882562,-80.46814940427262,819.5159614055899,-446.7285547577562,206.40581690832377,4.25504157173026,0,162.79979024041316,0
0.0008931424165904326,151.598405859399,0.003773898852620529,0.0006300827753322942,73.07522504610935,0.0,0.01966553112986261,6.193652287106894e-07,0.0008937617818191439,428.8865836314727,151.5984058593985,0,725.1652015079462,0.05987252047064782,428.9054730671061,4.573169694740166,4.255820450967959,138.9092602837664,-134.65343983279814,217.87791044950592,35.08623790818047,0,342.9007782971096,106.80786260283764,-428.90394922254944,-428.858221776533,-81.96036085905845,771.760528292938,-464.72017605738984,209.8249619206814,4.255820450967956,0,260.4517168388614,0
0.0008929999680758147,151.58974242884807,0.0037718228656255315,0.0006300738974770836,72.85737416237643,0.0,0.019831833034868337,6.023088680346197e-07,0.0008936022769438506,427.9850191076764,151.58974242884764,0,725.438414125023,0.05869948537773981,427.91123572405866,4.603037582174092,4.255747532009242,139.11306416582698,-134.85731663381694,217.28826151728657,35.067504794269816,0,343.0222235485061,107.06734038168418,-427.9097120478847,-427.9543725290086,-81.77267280874283,770.9804543118096,-464.4088355175384,209.28511615001509,4.255747532009236,0,261.1289306550762,0
0.0008928891320373856,151.58704655432084,0.0026101543103326237,0.0006300655699442547,72.85875277799938,0.0,0.016442596441964018,5.893005036839141e-07,0.0008934784325410707,427.9770667261872,151.58704655432047,0,725.4296481939316,0.06324438421478723,427.9181674155151,4.590304048789461,4.265432483421244,139.10459582628766,-134.8391633428658,217.1193143033396,35.063107614235705,0,343.10068966234945,107.05737543891013,-427.9166438715128,-427.9542071197777,-81.7660467780125,771.0509908298917,-464.37504918114746,209.29920330395794,4.265432483421238,0,261.14073960464617,0
0.012561035050852279,151.5979772142234,0.003015663251097641,0.0006300651833322725,72.8378161703652,0.0,0.020140434675539495,5.888907778060158e-07,0.012561623941630093,427.85289231889897,151.59797721422302,0,725.7823243484017,0.06324398062976333,427.79398248678433,4.584824092815659,4.266174531520289,139.694203979662,-135.42802944814116,216.33910181461255,35.06961000152849,0,343.6020747048141,107.64373118232442,-427.7807907976594,-427.8183530827093,-81.74005806040907,771.4282016486461,-464.7023106346564,209.23878263040578,4.2661745315202895,0,261.16615426781766,0
0.01256098736719207,151.50182974550023,0.003015183076422345,0.0006300619577448383,72.86892248454068,0.0,0.02026356470939002,5.851138256419132e-07,0.012561572481017736,428.0844525888873,151.5018297454999,0,725.9794779384349,0.0560677469604326,428.0978087516705,4.60282270840786,4.222345169746272,138.85298992398629,-134.6306447542397,216.58168323792688,35.0936854873059,0,343.48906724856914,106.8703528414419,-428.0846171172313,-428.0493286660995,-81.76098239239988,771.5467548651127,-464.804327590056,209.4358999004375,4.222345169746274,0,261.189889021205,0
