Sample Name,Component Name,Component Group Name,Expected RT,Retention Time Delta (min),Area,Height,Quality
43_CS1-3_t1,akg.akg_m0-0,akg,13.881,0.004891424,5746374.093,1341166.654,1
43_CS1-3_t1,akg.akg_m1-0,akg,13.881,0.007718728,69619.79489,16957.2837,1
43_CS1-3_t1,akg.akg_m1-1,akg,13.881,0.004468131,319803.1014,78296.95278,1
43_CS1-3_t1,akg.akg_m2-1,akg,13.881,0.00952602,80238.22938,21892.11939,1
43_CS1-3_t1,akg.akg_m2-2,akg,13.881,0.01173914,109520.3906,20959.35312,0.961386872
43_CS1-3_t1,akg.akg_m3-2,akg,13.881,0.009090851,5521.05055,1723.283313,0.926930173
43_CS1-3_t1,akg.akg_m3-3,akg,13.881,N/A,N/A,N/A,N/A
43_CS1-3_t1,akg.akg_m4-3,akg,13.881,N/A,N/A,N/A,N/A
43_CS1-3_t1,akg.akg_m4-4,akg,13.881,0.015394648,51435.27719,9717.882036,0.49036975
43_CS1-3_t1,akg.akg_m5-4,akg,13.881,N/A,N/A,N/A,N/A
43_CS1-3_t1,acon-C.acon-C_m0-0,acon-C,15.881,0.06089142,230351.4904,65769.88495,0.186015855
43_CS1-3_t1,acon-C.acon-C_m1-0,acon-C,15.881,N/A,N/A,N/A,N/A
43_CS1-3_t1,acon-C.acon-C_m1-1,acon-C,15.881,0.064209792,10757.71528,3777.777778,0.05208476
43_CS1-3_t1,acon-C.acon-C_m2-1,acon-C,15.881,0.062027075,7596.592093,2349.422854,0.307921265
43_CS1-3_t1,acon-C.acon-C_m2-2,acon-C,15.881,0.01771258,49765.84423,12870.13639,0.071751785
43_CS1-3_t1,acon-C.acon-C_m3-2,acon-C,15.881,N/A,N/A,N/A,N/A
43_CS1-3_t1,acon-C.acon-C_m3-3,acon-C,15.881,0.089230378,8283.854147,2041.934081,0.144651883
43_CS1-3_t1,acon-C.acon-C_m4-3,acon-C,15.881,N/A,N/A,N/A,N/A
43_CS1-3_t1,acon-C.acon-C_m4-4,acon-C,15.881,0.482127818,38156.46563,11380.20833,0.099092601
43_CS1-3_t1,acon-C.acon-C_m5-4,acon-C,15.881,N/A,N/A,N/A,N/A
43_CS1-3_t1,acon-C.acon-C_m5-5,acon-C,15.881,N/A,N/A,N/A,N/A
43_CS1-3_t1,acon-C.acon-C_m6-5,acon-C,15.881,N/A,N/A,N/A,N/A
43_CS1-3_t1,icit.icit_m0-0,icit,15.6,0.02979359,31226810.46,6163544.968,0.306519354
43_CS1-3_t1,icit.icit_m1-0,icit,15.6,0.029791396,1033054.714,140694.9525,0.557024062
43_CS1-3_t1,icit.icit_m1-1,icit,15.6,0.029574057,3807163.755,618607.5378,0.463553547
43_CS1-3_t1,icit.icit_m2-1,icit,15.6,0.030386237,2975511.341,463531.2336,0.431739338
43_CS1-3_t1,icit.icit_m2-2,icit,15.6,0.028687406,3381836.089,598629.1963,0.41280806
43_CS1-3_t1,icit.icit_m3-2,icit,15.6,0.026067213,322675.787,48298.79219,0.513438419
43_CS1-3_t1,icit.icit_m3-3,icit,15.6,0.0272607,383239.0701,56986.30721,0.521372658
43_CS1-3_t1,icit.icit_m4-3,icit,15.6,0.028612113,117308.4889,17596.30746,0.468217745
43_CS1-3_t1,icit.icit_m4-4,icit,15.6,0.028676699,67590.7178,10699.76528,0.210731415
43_CS1-3_t1,icit.icit_m5-4,icit,15.6,0.020999676,32670.24973,5012.674868,0.402447967
43_CS1-3_t1,icit.icit_m5-5,icit,15.6,0.030920848,12840.92434,1754.5202,0.317882758
43_CS1-3_t1,icit.icit_m6-5,icit,15.6,N/A,N/A,N/A,N/A
43_CS1-3_t1,oaa.oaa_m0-0,oaa,13.955,0.044799349,14410365.73,3647676.481,0.45064287
43_CS1-3_t1,oaa.oaa_m1-0,oaa,13.955,0.047069237,207987.0603,54352.38095,0.453716052
43_CS1-3_t1,oaa.oaa_m1-1,oaa,13.955,0.047145445,722153.8118,178918.4915,0.458882078
43_CS1-3_t1,oaa.oaa_m2-1,oaa,13.955,0.047246039,32628.10695,8166.666664,0.528698839
43_CS1-3_t1,oaa.oaa_m2-2,oaa,13.955,0.096382186,867672.5218,98646.88306,0
43_CS1-3_t1,oaa.oaa_m3-2,oaa,13.955,0.125881079,18474.86734,2086.894575,0.045460805
43_CS1-3_t1,oaa.oaa_m3-3,oaa,13.955,0.385741001,66613.0748,9879.362453,0.056525204
43_CS1-3_t1,oaa.oaa_m4-3,oaa,13.955,N/A,N/A,N/A,N/A
44_CS1-4_t1,pyr.pyr_m0-0,pyr,4.553,0.038191204,260157.7039,37637.66694,0.547174905
44_CS1-4_t1,pyr.pyr_m1-0,pyr,4.553,0.034274862,12057.79149,1751.696391,0.479854655
44_CS1-4_t1,pyr.pyr_m2-0,pyr,4.553,0.032491755,6863.017063,1017.441862,0.094478627
44_CS1-4_t1,pyr.pyr_m3-0,pyr,4.553,0.03275129,56480.78475,8327.955698,0.702582851
44_CS1-4_t1,succ.succ_m0-0,succ,13.114,0.031933382,22526691.47,2936779.263,0.961404947
44_CS1-4_t1,succ.succ_m1-1,succ,13.114,0.033974864,1250424.579,168058.0405,0.961815472
44_CS1-4_t1,succ.succ_m2-2,succ,13.114,0.035911769,907386.4919,121480.1496,0.923111464
44_CS1-4_t1,succ.succ_m3-3,succ,13.114,0.038941611,46286.87287,6320.942707,0.880437719
44_CS1-4_t1,succ.succ_m4-4,succ,13.114,N/A,N/A,N/A,N/A
44_CS1-4_t1,mal-L.mal-L_m0-0,mal-L,13.646,0.064388489,73547593.76,7097640.659,0.495182225
44_CS1-4_t1,mal-L.mal-L_m1-1,mal-L,13.417,0.010430771,30789549.12,3166189.755,0.896979292
44_CS1-4_t1,mal-L.mal-L_m2-2,mal-L,13.417,0.007338768,16788953.02,1793685.354,0.910933243
44_CS1-4_t1,mal-L.mal-L_m3-3,mal-L,13.417,0.006309246,3758757.653,414037.1467,0.900368394
44_CS1-4_t1,mal-L.mal-L_m4-4,mal-L,13.417,0.006172324,248196.7044,26983.54379,0.838982299
44_CS1-4_t1,akg.akg_m0-0,akg,13.881,0.013895347,4491781.326,1066249.453,1
44_CS1-4_t1,akg.akg_m1-0,akg,13.881,0.013121351,49830.50983,12303.27666,1
44_CS1-4_t1,akg.akg_m1-1,akg,13.881,0.012846196,242116.2862,59615.71276,1
44_CS1-4_t1,akg.akg_m2-1,akg,13.881,0.009518705,55642.75067,16006.79623,0.997448887
44_CS1-4_t1,akg.akg_m2-2,akg,13.881,0.004016274,109177.5696,20506.66323,0.930938947
44_CS1-4_t1,akg.akg_m3-2,akg,13.881,0.013017573,3924.382631,1032.404009,0.518716044
44_CS1-4_t1,akg.akg_m3-3,akg,13.881,0.014638996,4796.004528,1329.333333,0.478284493
44_CS1-4_t1,akg.akg_m4-3,akg,13.881,N/A,N/A,N/A,N/A
44_CS1-4_t1,akg.akg_m4-4,akg,13.881,0.027077118,38735.38873,8359.433601,0.687282981
44_CS1-4_t1,akg.akg_m5-4,akg,13.881,N/A,N/A,N/A,N/A
44_CS1-4_t1,acon-C.acon-C_m0-0,acon-C,15.881,0.046431379,170512.1667,52983.33333,0.146820528
44_CS1-4_t1,acon-C.acon-C_m1-0,acon-C,15.881,N/A,N/A,N/A,N/A
44_CS1-4_t1,acon-C.acon-C_m1-1,acon-C,15.881,0.054360079,12383.10449,3089.74359,0.072496505
44_CS1-4_t1,acon-C.acon-C_m2-1,acon-C,15.881,0.049438436,7144.921334,2264.32184,0.30800106
44_CS1-4_t1,acon-C.acon-C_m2-2,acon-C,15.881,0.001663522,47594.96089,12562.65365,0.078985948
44_CS1-4_t1,acon-C.acon-C_m3-2,acon-C,15.881,N/A,N/A,N/A,N/A
44_CS1-4_t1,acon-C.acon-C_m3-3,acon-C,15.881,0.069989605,5867.561634,1374.091298,0.110219343
44_CS1-4_t1,acon-C.acon-C_m4-3,acon-C,15.881,N/A,N/A,N/A,N/A
44_CS1-4_t1,acon-C.acon-C_m4-4,acon-C,15.881,0.014763968,24059.53333,5145.238095,0.065690086
44_CS1-4_t1,acon-C.acon-C_m5-4,acon-C,15.881,N/A,N/A,N/A,N/A
44_CS1-4_t1,acon-C.acon-C_m5-5,acon-C,15.881,N/A,N/A,N/A,N/A
44_CS1-4_t1,acon-C.acon-C_m6-5,acon-C,15.881,N/A,N/A,N/A,N/A
44_CS1-4_t1,icit.icit_m0-0,icit,15.6,0.042968924,27867497.45,6270203.788,0.284725514
44_CS1-4_t1,icit.icit_m1-0,icit,15.6,0.04242052,827468.0065,134075.1743,0.479229854
44_CS1-4_t1,icit.icit_m1-1,icit,15.6,0.043790341,3428821.073,557799.0135,0.445631463
44_CS1-4_t1,icit.icit_m2-1,icit,15.6,0.04839892,3604352.329,380407.679,0.600341165
44_CS1-4_t1,icit.icit_m2-2,icit,15.6,0.040342828,2808612.427,547830.2358,0.383991483
44_CS1-4_t1,icit.icit_m3-2,icit,15.6,0.041981329,258635.5499,40858.30517,0.488222481
44_CS1-4_t1,icit.icit_m3-3,icit,15.6,0.043373361,306127.7533,46745.44842,0.467541197
44_CS1-4_t1,icit.icit_m4-3,icit,15.6,0.043342693,91961.06722,14799.82953,0.448871313
44_CS1-4_t1,icit.icit_m4-4,icit,15.6,0.041167055,48295.2375,6995,0.133633257
44_CS1-4_t1,icit.icit_m5-4,icit,15.6,0.038933143,24618.37922,4116.151175,0.369282658
44_CS1-4_t1,icit.icit_m5-5,icit,15.6,0.037649259,11246.79977,2027.035687,0.245828465
44_CS1-4_t1,icit.icit_m6-5,icit,15.6,N/A,N/A,N/A,N/A
44_CS1-4_t1,oaa.oaa_m0-0,oaa,13.955,0.028784183,13290320.18,3510516.537,0.456671266
44_CS1-4_t1,oaa.oaa_m1-0,oaa,13.955,0.030598924,205887.2324,55930.24617,0.470129286
44_CS1-4_t1,oaa.oaa_m1-1,oaa,13.955,0.029563836,689320.1676,190824.8927,0.46135797
44_CS1-4_t1,oaa.oaa_m2-1,oaa,13.955,0.032357494,31260.63659,7607.746606,0.592803849
44_CS1-4_t1,oaa.oaa_m2-2,oaa,13.955,0.046229643,485927.0379,81854.32371,0.018234418
44_CS1-4_t1,oaa.oaa_m3-2,oaa,13.955,0.081728302,14463.81719,1917.92929,0.035668305
44_CS1-4_t1,oaa.oaa_m3-3,oaa,13.955,0.141804711,46540.77784,5932.747284,0.041337505
44_CS1-4_t1,oaa.oaa_m4-3,oaa,13.955,N/A,N/A,N/A,N/A
45_CS1-5_t1,pyr.pyr_m0-0,pyr,4.553,0.054619509,3786027.713,390403.1743,0.804168991
45_CS1-5_t1,pyr.pyr_m1-0,pyr,4.553,0.049462964,281803.5151,28421.81481,0.847171307
45_CS1-5_t1,pyr.pyr_m2-0,pyr,4.553,0.04723428,228496.9809,23365.22222,0.831526125
45_CS1-5_t1,pyr.pyr_m3-0,pyr,4.553,0.042619108,2017065.26,206801.4638,0.878706109
45_CS1-5_t1,succ.succ_m0-0,succ,13.114,0.014286632,16246725.61,2021778.379,0.941097571
45_CS1-5_t1,succ.succ_m1-1,succ,13.114,0.016241878,1111249.619,138976.636,0.934990575
45_CS1-5_t1,succ.succ_m2-2,succ,13.114,0.018833639,1316917.586,156476.3024,0.926923572
45_CS1-5_t1,succ.succ_m3-3,succ,13.114,0.01848001,193900.6908,24765.86464,0.950498869
45_CS1-5_t1,succ.succ_m4-4,succ,13.114,0.022896299,43664.41362,6260.227887,0.627549255
45_CS1-5_t1,mal-L.mal-L_m0-0,mal-L,13.646,0.018456348,134183193.6,7204595.54,0
45_CS1-5_t1,mal-L.mal-L_m1-1,mal-L,13.417,0.027914109,50476591.42,4198652.06,1
45_CS1-5_t1,mal-L.mal-L_m2-2,mal-L,13.417,0.024405105,39938264.81,3604938.553,1
45_CS1-5_t1,mal-L.mal-L_m3-3,mal-L,13.417,0.024280669,37962721.37,3470057.565,1
45_CS1-5_t1,mal-L.mal-L_m4-4,mal-L,13.417,0.023697337,1953264.223,181787.8214,1
45_CS1-5_t1,akg.akg_m0-0,akg,13.881,0.017583008,3250733.536,727727.8597,1
45_CS1-5_t1,akg.akg_m1-0,akg,13.881,0.016732471,43555.74953,10474.91266,0.975598286
45_CS1-5_t1,akg.akg_m1-1,akg,13.881,0.014572732,235559.7894,51149.36369,1
45_CS1-5_t1,akg.akg_m2-1,akg,13.881,0.014688872,64808.71238,19273.58645,0.970046279
45_CS1-5_t1,akg.akg_m2-2,akg,13.881,0.002972827,155559.3411,24931.81444,0.83483987
45_CS1-5_t1,akg.akg_m3-2,akg,13.881,0.01440271,6711.909784,1993.565087,0.754463151
45_CS1-5_t1,akg.akg_m3-3,akg,13.881,0.018594681,10249.75952,2060.087719,0.589769606
45_CS1-5_t1,akg.akg_m4-3,akg,13.881,0.014769361,4230.479002,1356.622401,0.494789008
45_CS1-5_t1,akg.akg_m4-4,akg,13.881,0.040591753,53455.96991,10868.98505,0.668652274
45_CS1-5_t1,akg.akg_m5-4,akg,13.881,N/A,N/A,N/A,N/A
45_CS1-5_t1,acon-C.acon-C_m0-0,acon-C,15.881,0.04892633,162486.0281,51328.79207,0.132448812
45_CS1-5_t1,acon-C.acon-C_m1-0,acon-C,15.881,0.055546119,3410.336364,1174.242424,0.150378892
45_CS1-5_t1,acon-C.acon-C_m1-1,acon-C,15.881,0.049716084,10070.25463,3811.111111,0.04871648
45_CS1-5_t1,acon-C.acon-C_m2-1,acon-C,15.881,0.051977368,15160.04881,4280.952381,0.386539054
45_CS1-5_t1,acon-C.acon-C_m2-2,acon-C,15.881,0.021463481,45919.03204,12035.96993,0.074516059
45_CS1-5_t1,acon-C.acon-C_m3-2,acon-C,15.881,N/A,N/A,N/A,N/A
45_CS1-5_t1,acon-C.acon-C_m3-3,acon-C,15.881,0.061598195,8077.576471,1575.490196,0.146050948
45_CS1-5_t1,acon-C.acon-C_m4-3,acon-C,15.881,N/A,N/A,N/A,N/A
45_CS1-5_t1,acon-C.acon-C_m4-4,acon-C,15.881,0.017397701,34003.22425,5796.855518,0.098376252
45_CS1-5_t1,acon-C.acon-C_m5-4,acon-C,15.881,N/A,N/A,N/A,N/A
45_CS1-5_t1,acon-C.acon-C_m5-5,acon-C,15.881,N/A,N/A,N/A,N/A
45_CS1-5_t1,acon-C.acon-C_m6-5,acon-C,15.881,N/A,N/A,N/A,N/A
45_CS1-5_t1,icit.icit_m0-0,icit,15.6,0.039581424,37431209.84,7928251.413,0.320071372
45_CS1-5_t1,icit.icit_m1-0,icit,15.6,0.039294545,1241840.068,207637.6199,0.491199052
45_CS1-5_t1,icit.icit_m1-1,icit,15.6,0.037987746,4980775.175,831531.8186,0.447687587
45_CS1-5_t1,icit.icit_m2-1,icit,15.6,0.039733098,6803069.523,1022021.988,0.4731811
45_CS1-5_t1,icit.icit_m2-2,icit,15.6,0.037179888,7603188.552,1354579.055,0.449692703
45_CS1-5_t1,icit.icit_m3-2,icit,15.6,0.034459512,1027501.272,172546.7993,0.524407851
45_CS1-5_t1,icit.icit_m3-3,icit,15.6,0.035795853,1629662.053,257118.304,0.515706481
45_CS1-5_t1,icit.icit_m4-3,icit,15.6,0.033881427,446377.9114,77510.67314,0.45196288
45_CS1-5_t1,icit.icit_m4-4,icit,15.6,0.035323911,262550.3895,43588.04066,0.413524894
45_CS1-5_t1,icit.icit_m5-4,icit,15.6,0.034748772,339794.3253,55868.75242,0.527261004
45_CS1-5_t1,icit.icit_m5-5,icit,15.6,0.032526532,112856.9308,19657.85659,0.458654435
45_CS1-5_t1,icit.icit_m6-5,icit,15.6,0.038503538,20176.15647,3418.977002,0.404892841
45_CS1-5_t1,oaa.oaa_m0-0,oaa,13.955,0.023311957,8855608.501,2532713.963,0.439046273
45_CS1-5_t1,oaa.oaa_m1-0,oaa,13.955,0.024458027,123349.0026,33807.42319,0.437631942
45_CS1-5_t1,oaa.oaa_m1-1,oaa,13.955,0.024647968,436679.4608,120891.996,0.445496687
45_CS1-5_t1,oaa.oaa_m2-1,oaa,13.955,0.023120693,28137.9814,7733.333333,0.549507164
45_CS1-5_t1,oaa.oaa_m2-2,oaa,13.955,0.051769862,686311.2068,98143.95446,0.021858199
45_CS1-5_t1,oaa.oaa_m3-2,oaa,13.955,N/A,N/A,N/A,N/A
45_CS1-5_t1,oaa.oaa_m3-3,oaa,13.955,0.172117987,27187.76001,5723.887368,0.017018191
45_CS1-5_t1,oaa.oaa_m4-3,oaa,13.955,0.051706847,6115.377689,1229.439417,0
46_CS1-6_t1,pyr.pyr_m0-0,pyr,4.553,0.038237568,4440553.787,442217.6395,0.867591066
46_CS1-6_t1,pyr.pyr_m1-0,pyr,4.553,0.032411033,311315.319,31174.30769,0.882884992
46_CS1-6_t1,pyr.pyr_m2-0,pyr,4.553,0.031595198,254403.4647,25135.68376,0.887551869
46_CS1-6_t1,pyr.pyr_m3-0,pyr,4.553,0.027506848,2363206.234,235169.0915,0.918802161
46_CS1-6_t1,succ.succ_m0-0,succ,13.114,0.000240749,15974122.71,1921538.314,0.922705103
46_CS1-6_t1,succ.succ_m1-1,succ,13.114,0.001753758,1125485.467,140033.9888,0.928173393
46_CS1-6_t1,succ.succ_m2-2,succ,13.114,0.005316264,1266475.782,153485.8805,0.926364144
46_CS1-6_t1,succ.succ_m3-3,succ,13.114,0.006315695,194713.9959,24818.41364,0.921878345
46_CS1-6_t1,succ.succ_m4-4,succ,13.114,0.003042485,44775.91549,5764.131796,0.701582507
46_CS1-6_t1,mal-L.mal-L_m0-0,mal-L,13.646,0.036593472,134252364.4,7335611.957,0
46_CS1-6_t1,mal-L.mal-L_m1-1,mal-L,13.417,0.060386712,49858459.56,4346883.071,1
46_CS1-6_t1,mal-L.mal-L_m2-2,mal-L,13.417,0.058503583,37852348.28,3546438.652,1
46_CS1-6_t1,mal-L.mal-L_m3-3,mal-L,13.417,0.057935485,37936325.97,3619564.967,1
46_CS1-6_t1,mal-L.mal-L_m4-4,mal-L,13.417,0.054195708,1872151.506,183673.0465,1
46_CS1-6_t1,akg.akg_m0-0,akg,13.881,0.009749351,2862111.396,656896.3569,1
46_CS1-6_t1,akg.akg_m1-0,akg,13.881,0.007298613,35744.86056,8103.067962,1
46_CS1-6_t1,akg.akg_m1-1,akg,13.881,0.0070483,228832.8226,42806.80359,1
46_CS1-6_t1,akg.akg_m2-1,akg,13.881,0.007495478,51796.26653,15296.46902,1
46_CS1-6_t1,akg.akg_m2-2,akg,13.881,0.01315252,150476.0317,25667.93075,0.877538404
46_CS1-6_t1,akg.akg_m3-2,akg,13.881,0.006537756,10121.6632,1704.318668,1
46_CS1-6_t1,akg.akg_m3-3,akg,13.881,0.000151063,14908.43613,2598.787137,0.696709444
46_CS1-6_t1,akg.akg_m4-3,akg,13.881,N/A,N/A,N/A,N/A
46_CS1-6_t1,akg.akg_m4-4,akg,13.881,0.022394991,41007.52131,7345.243283,0.796359017
46_CS1-6_t1,akg.akg_m5-4,akg,13.881,N/A,N/A,N/A,N/A
46_CS1-6_t1,acon-C.acon-C_m0-0,acon-C,15.881,0.059794675,169069.375,53110,0.131268699
46_CS1-6_t1,acon-C.acon-C_m1-0,acon-C,15.881,N/A,N/A,N/A,N/A
46_CS1-6_t1,acon-C.acon-C_m1-1,acon-C,15.881,0.060426452,19229.73782,5225.107174,0.109972435
46_CS1-6_t1,acon-C.acon-C_m2-1,acon-C,15.881,0.061819453,19100.36729,5007.220848,0.449916108
46_CS1-6_t1,acon-C.acon-C_m2-2,acon-C,15.881,0.074525397,107183.4084,17778.21237,0.173472216
46_CS1-6_t1,acon-C.acon-C_m3-2,acon-C,15.881,N/A,N/A,N/A,N/A
46_CS1-6_t1,acon-C.acon-C_m3-3,acon-C,15.881,0.069207669,10007.92206,1981.372549,0.173064676
46_CS1-6_t1,acon-C.acon-C_m4-3,acon-C,15.881,N/A,N/A,N/A,N/A
46_CS1-6_t1,acon-C.acon-C_m4-4,acon-C,15.881,0.013888352,15050.7329,4436.502111,0.045904011
46_CS1-6_t1,acon-C.acon-C_m5-4,acon-C,15.881,N/A,N/A,N/A,N/A
46_CS1-6_t1,acon-C.acon-C_m5-5,acon-C,15.881,N/A,N/A,N/A,N/A
46_CS1-6_t1,acon-C.acon-C_m6-5,acon-C,15.881,N/A,N/A,N/A,N/A
46_CS1-6_t1,icit.icit_m0-0,icit,15.6,0.032808703,44434720.52,8407593.439,0.363704684
46_CS1-6_t1,icit.icit_m1-0,icit,15.6,0.032494683,1361584.954,225898.222,0.507798993
46_CS1-6_t1,icit.icit_m1-1,icit,15.6,0.03109099,5756177.571,1010880.494,0.474773817
46_CS1-6_t1,icit.icit_m2-1,icit,15.6,0.034381546,7093061.486,1075389.62,0.481902861
46_CS1-6_t1,icit.icit_m2-2,icit,15.6,0.030126438,7875370.897,1482904.395,0.451231664
46_CS1-6_t1,icit.icit_m3-2,icit,15.6,0.027239128,1096726.793,175881.859,0.543771408
46_CS1-6_t1,icit.icit_m3-3,icit,15.6,0.027998099,1796779.023,290052.105,0.519954871
46_CS1-6_t1,icit.icit_m4-3,icit,15.6,0.029894716,472625.0529,80274.8131,0.482785072
46_CS1-6_t1,icit.icit_m4-4,icit,15.6,0.026312837,277676.1431,46802.6814,0.418485449
46_CS1-6_t1,icit.icit_m5-4,icit,15.6,0.026416653,460591.3202,56959.99069,0.703679468
46_CS1-6_t1,icit.icit_m5-5,icit,15.6,0.027681062,121626.0204,22899.3146,0.469482584
46_CS1-6_t1,icit.icit_m6-5,icit,15.6,0.026957349,19113.02049,3489.713975,0.414209014
46_CS1-6_t1,oaa.oaa_m0-0,oaa,13.955,0.029949844,11311450.03,3206105.721,0.420199359
46_CS1-6_t1,oaa.oaa_m1-0,oaa,13.955,0.031587179,170291.435,49376.66667,0.44361021
46_CS1-6_t1,oaa.oaa_m1-1,oaa,13.955,0.031757712,588553.8743,166117.8495,0.436806456
46_CS1-6_t1,oaa.oaa_m2-1,oaa,13.955,0.031974155,33454.74072,9737.946989,0.545345474
46_CS1-6_t1,oaa.oaa_m2-2,oaa,13.955,0.098660643,1252330.23,149974.1786,0
46_CS1-6_t1,oaa.oaa_m3-2,oaa,13.955,0.035523711,3363.688889,1377.777778,0.005803921
46_CS1-6_t1,oaa.oaa_m3-3,oaa,13.955,0.139940006,25325.30248,4363.509133,0.015753518
46_CS1-6_t1,oaa.oaa_m4-3,oaa,13.955,0.072422509,4534.76941,1321.11286,0
47_CS1-7_t1,pyr.pyr_m0-0,pyr,4.553,0.085174727,3158257.078,357126.1347,0
47_CS1-7_t1,pyr.pyr_m1-0,pyr,4.553,0.079444893,261002.862,28403.89141,0
47_CS1-7_t1,pyr.pyr_m2-0,pyr,4.553,0.075880308,216259.309,23582.37778,0
47_CS1-7_t1,pyr.pyr_m3-0,pyr,4.553,0.072432591,1814805.87,196170.8599,0.822927419
47_CS1-7_t1,succ.succ_m0-0,succ,13.114,0.002278916,14044484.3,1557691.922,0.912378271
47_CS1-7_t1,succ.succ_m1-1,succ,13.114,0.004402106,971965.9959,104731.7511,0.91748224
47_CS1-7_t1,succ.succ_m2-2,succ,13.114,0.005350783,1247199.91,139001.2604,0.915781255
47_CS1-7_t1,succ.succ_m3-3,succ,13.114,0.010417892,203942.0212,23403.38677,0.909830548
47_CS1-7_t1,succ.succ_m4-4,succ,13.114,0.014222643,45784.65746,4777.341382,0.660231449
47_CS1-7_t1,mal-L.mal-L_m0-0,mal-L,13.646,0.034863961,122799937.4,7386150.727,0
47_CS1-7_t1,mal-L.mal-L_m1-1,mal-L,13.417,0.078571497,46786902.61,3902946.54,1
47_CS1-7_t1,mal-L.mal-L_m2-2,mal-L,13.417,0.076022132,36813275.87,3314806.62,1
47_CS1-7_t1,mal-L.mal-L_m3-3,mal-L,13.417,0.076180246,38530424.95,3495787.923,1
47_CS1-7_t1,mal-L.mal-L_m4-4,mal-L,13.417,0.076061338,1948194.944,185420.0984,1
47_CS1-7_t1,akg.akg_m0-0,akg,13.881,0.030795931,3663704.193,703242.9616,1
47_CS1-7_t1,akg.akg_m1-0,akg,13.881,0.0303273,41925.22252,8520.295137,1
47_CS1-7_t1,akg.akg_m1-1,akg,13.881,0.027492619,236755.5557,43416.83624,1
47_CS1-7_t1,akg.akg_m2-1,akg,13.881,0.020924407,39978.72834,11181.83563,0.983674293
47_CS1-7_t1,akg.akg_m2-2,akg,13.881,0.004009501,168198.9078,21433.51406,1
47_CS1-7_t1,akg.akg_m3-2,akg,13.881,N/A,N/A,N/A,N/A
47_CS1-7_t1,akg.akg_m3-3,akg,13.881,0.007656346,10584.10746,2205.034154,0.611957122
47_CS1-7_t1,akg.akg_m4-3,akg,13.881,N/A,N/A,N/A,N/A
47_CS1-7_t1,akg.akg_m4-4,akg,13.881,0.048425165,42644.50279,9795.216091,0.721078307
47_CS1-7_t1,akg.akg_m5-4,akg,13.881,N/A,N/A,N/A,N/A
47_CS1-7_t1,acon-C.acon-C_m0-0,acon-C,15.881,0.047371674,188976.3254,53812.21779,0.171446112
47_CS1-7_t1,acon-C.acon-C_m1-0,acon-C,15.881,N/A,N/A,N/A,N/A
47_CS1-7_t1,acon-C.acon-C_m1-1,acon-C,15.881,0.051825445,10460.87,4426.666667,0.056990175
47_CS1-7_t1,acon-C.acon-C_m2-1,acon-C,15.881,0.053067581,16421.0537,4951.851852,0.434900332
47_CS1-7_t1,acon-C.acon-C_m2-2,acon-C,15.881,0.07519823,122485.3504,23575.62512,0.191035481
47_CS1-7_t1,acon-C.acon-C_m3-2,acon-C,15.881,N/A,N/A,N/A,N/A
47_CS1-7_t1,acon-C.acon-C_m3-3,acon-C,15.881,0.069186161,9433.489335,1784.53767,0.193626993
47_CS1-7_t1,acon-C.acon-C_m4-3,acon-C,15.881,N/A,N/A,N/A,N/A
47_CS1-7_t1,acon-C.acon-C_m4-4,acon-C,15.881,0.031894964,14460.07486,4216.723972,0.03846256
47_CS1-7_t1,acon-C.acon-C_m5-4,acon-C,15.881,N/A,N/A,N/A,N/A
47_CS1-7_t1,acon-C.acon-C_m5-5,acon-C,15.881,N/A,N/A,N/A,N/A
47_CS1-7_t1,acon-C.acon-C_m6-5,acon-C,15.881,N/A,N/A,N/A,N/A
47_CS1-7_t1,icit.icit_m0-0,icit,15.6,0.060371687,33524136.29,6414594.095,0.348461965
47_CS1-7_t1,icit.icit_m1-0,icit,15.6,0.060956871,978309.6021,148818.4827,0.482475163
47_CS1-7_t1,icit.icit_m1-1,icit,15.6,0.061887512,3941582.411,634639.5771,0.442947508
47_CS1-7_t1,icit.icit_m2-1,icit,15.6,0.063286044,4932330.04,727675.7692,0.430621654
47_CS1-7_t1,icit.icit_m2-2,icit,15.6,0.056772234,5320760.278,970405.0937,0.390169989
47_CS1-7_t1,icit.icit_m3-2,icit,15.6,0.059630395,808042.147,114500.5979,0.506846955
47_CS1-7_t1,icit.icit_m3-3,icit,15.6,0.060090577,1252258.946,177920.8084,0.488400241
47_CS1-7_t1,icit.icit_m4-3,icit,15.6,0.057108992,345499.8548,57434.63702,0.421550604
47_CS1-7_t1,icit.icit_m4-4,icit,15.6,0.056662888,229910.4859,35502.62692,0.369780345
47_CS1-7_t1,icit.icit_m5-4,icit,15.6,0.054290092,267338.7842,39052.91607,0.485468124
47_CS1-7_t1,icit.icit_m5-5,icit,15.6,0.055759683,85299.04542,13749.68632,0.383373403
47_CS1-7_t1,icit.icit_m6-5,icit,15.6,0.053053861,15916.9059,2611.164271,0.370916236
47_CS1-7_t1,oaa.oaa_m0-0,oaa,13.955,0.013302045,6685369.564,1862607.729,0.428833935
47_CS1-7_t1,oaa.oaa_m1-0,oaa,13.955,0.013923592,92649.75386,24870.38137,0.419409185
47_CS1-7_t1,oaa.oaa_m1-1,oaa,13.955,0.014636158,315419.9447,90742.11798,0.421454196
