Gene	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S1	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S2	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S3	S40	S41	S42	S43	S4	S5	S6	S7	S8	S9
Keap1	30.538586	16.080994	14.491363	36.334045	32.593475	16.565835999999997	26.158461	42.792953000000004	22.816916	17.230816	38.480216999999996	19.516199	16.912470000000003	49.331309999999995	34.851166	18.270720999999998	13.603395	20.597006	46.859478	30.565448999999997	22.751289	44.005684	13.936743	20.726151	19.279757999999998	41.85498	28.149196999999997	17.839064	22.25757	26.495413	39.742435	26.950229999999998	25.182669	22.288218	17.107012	24.045267000000003	18.37422	23.107986	27.148363	34.263214000000005	45.273334999999996	32.272224	24.110560999999997
Kel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Khdc4	46.468689000000005	48.096203	50.488071000000005	42.613415	32.664124	31.087183000000003	35.533508000000005	46.658024	31.752246999999997	31.237140999999998	37.749977	37.858059000000004	28.301168	54.894557999999996	46.058453	36.133183	25.436806	36.109211	38.332069	34.804878	42.876705	31.634372999999997	31.879891999999998	36.752003	40.228851	43.924568	36.634468	33.444668	45.098194	51.064728	32.250027	35.130962	42.094009	35.513447	33.235336	36.106056	44.409729	41.343765000000005	62.175892000000005	64.095924	48.300872999999996	27.668566	43.525902
Khdrbs1	27.01169	32.264153	31.616133	82.771408	75.667839	37.783676	42.797515999999995	32.548485	50.224548	50.452434999999994	87.14986400000001	52.465809	28.748842	102.869629	81.848473	55.987411	34.325503999999995	50.90081	55.726147	67.952721	73.161873	56.761238	45.070625	33.766121000000005	51.097496	97.96373	65.452316	51.649403	58.66032	46.022057000000004	77.091095	79.871651	51.257492	72.219238	65.462959	51.731303999999994	49.27322	29.705391	35.821404	29.027082	87.241577	58.997432999999994	51.587105
Khdrbs2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Khk	11.781595	8.786728	7.66754	3.6098589999999997	5.570766000000001	11.162627	11.577359	7.833327000000001	8.821047	8.664933999999999	4.952058999999999	8.274028999999999	8.519674	3.6374	4.495171	11.161036	10.861433	8.972412	8.994792	10.891733	10.872852	9.574726	11.311809	7.670151	4.771624	3.046046	9.979942	6.412637	8.560242	4.3537230000000005	7.075571000000001	7.000183	6.272853	7.299747	9.623726	8.202954	8.706223	9.190722000000001	3.98621	6.900949000000001	2.659934	7.030602	9.025047
Khnyn	2.801931	0.405489	0.168021	1.0917729999999999	2.278221	0.508948	2.524079	1.939193	2.804105	0.355696	0.923534	1.02642	2.194829	1.21317	1.4711610000000002	1.163724	1.528114	0.72291	1.583583	2.18778	2.2912779999999997	2.94465	0.5140560000000001	1.145062	2.792799	1.615879	2.049738	0.74395	1.2052129999999999	2.28499	0.451279	1.204466	2.00272	1.137822	1.296607	1.977955	1.2867520000000001	2.211276	0.8944280000000001	1.1453389999999999	1.397406	1.450503	1.966722
Khsrp	35.578007	35.147858	39.334179	82.992561	85.76844	56.189526	42.758648	46.689129	29.001112	65.495399	89.240311	41.913818	22.696537	63.008701	58.347836	34.787136	18.349228	34.734028	30.183867	58.2491	55.787178000000004	46.607151	29.065487	30.762894	27.189651	94.995003	54.820164	39.598946000000005	51.947144	41.87038	83.98777	46.718959999999996	44.109646000000005	61.402851	43.055332	44.235592	38.401317999999996	34.174194	36.8456	50.921291	93.985428	55.09051899999999	51.92083
Kiaa0040	8.894762	6.436167	2.170084	21.414495000000002	26.289518	13.492560000000001	11.321391	9.637818	3.749953	10.952256	18.345089	12.551354	2.646168	10.903141	17.189024	10.514333	1.699179	6.625453	4.396623	14.451003	15.058116	9.087648	7.0821570000000005	6.687594	8.753377	14.830670999999999	9.233939	5.2651699999999995	13.857317000000002	8.086249	9.766542999999999	11.666547	29.148802000000003	15.455639999999999	15.306339000000001	10.744982	7.03225	14.928691	8.02223	5.267375	22.054768	10.375583	23.456173
Kiaa0100	20.379225	14.494836	13.317762	32.845905	38.18565	23.304159	25.223656	17.945885	8.879025	17.532984	35.513271	13.662301000000001	7.711308	34.017601	20.84454	8.667173	27.148058000000002	7.168622999999999	12.423611	30.635063	25.848217	19.709887	17.151360999999998	18.724325	23.825481	32.109146	30.221632	15.935464000000001	21.983017	17.186871	27.898378000000005	27.884665999999996	29.831408000000003	22.345676	19.385925	15.837833999999999	15.870785999999999	21.921074	20.754616	21.382891	37.625347	45.059742	30.942244
Kiaa0232	14.524253	8.284694	5.952952	4.263948	7.3791910000000005	7.524056	6.187293	12.762182000000001	3.3342629999999995	5.582215	4.226662	5.962976	13.771934	4.464884	4.660268	3.916869	13.923409	6.726103999999999	2.572041	7.372109	11.761728	6.9953899999999996	5.868353	13.331527	18.522642	5.900828	2.9537139999999997	5.454555	14.891841000000001	16.694178	3.427372	4.105944999999999	12.658553999999999	6.528898000000001	11.378286	11.152583	18.425831	14.436859	13.951106	12.947055	5.4095889999999995	2.4298490000000004	13.095972999999999
Kiaa0319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10693599999999999	0.0	0.120296	0.041852	0.0	0.0	0.0	0.0	0.0	0.178	0.098319	0.0	0.0	0.0	0.0	0.0	0.0	0.48298800000000003	0.352894	0.0	0.0	0.0	0.0	0.391867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kiaa0319l	16.116792999999998	8.287177999999999	8.253325	6.2227809999999995	14.14889	11.338184	11.590464	18.432125	5.795178	3.406547	7.264381	15.952554999999998	8.820905999999999	6.659217999999999	7.582175	8.349549	10.735058	15.268788	4.681218	8.758307	17.39921	6.572847	5.843457	16.060148	11.274709	7.565167	6.4646550000000005	6.116444	20.449279999999998	17.239635	4.012035	6.04714	24.616508	14.215895999999999	18.401087	13.362910000000001	12.251632	19.143354000000002	10.631207	9.232645	8.193027	7.376817	24.335327
Kiaa0355	0.301628	0.114415	0.159478	0.0	0.046353	0.173373	0.421204	0.23704	0.0	0.27910999999999997	0.0	0.306647	0.0	0.0	0.406796	0.117881	0.0	0.0	0.0	0.26312800000000003	0.416071	0.0	0.08189099999999999	0.49983	0.0	0.082217	0.0	0.20033499999999999	0.5260020000000001	0.7323109999999999	0.0	0.079139	0.363707	0.408011	0.376432	0.14318699999999998	0.4654	0.452639	0.101967	0.25811100000000003	0.034709	0.073573	0.20530199999999998
Kiaa0391	20.645321	13.155375	10.334617	16.741701000000003	15.894995999999999	14.617548999999999	14.234325	19.356045	6.851653999999999	10.552327	15.618422	25.008909	12.223448	15.583662	14.580153	11.026155000000001	10.100322	12.137069	8.730974	14.717656	13.850847	5.334062	7.772243	9.668842999999999	19.807526	17.753244	17.821716000000002	10.256269	10.474433	21.261156	15.260267	22.377243	16.566983999999998	14.896061999999999	14.06988	12.327115	14.241673	11.472083999999999	19.158409	26.922112	18.681784	7.4859089999999995	15.284901999999999
Kiaa0408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kiaa0513	7.965433999999999	2.1559310000000003	1.1078370000000002	7.195149000000001	11.59568	6.665947	8.56066	5.4907	3.71476	1.59406	13.384879999999999	2.727862	0.9990479999999999	4.186464	3.920914	1.556286	3.074214	2.597927	4.653125	2.440027	1.886195	9.926064	1.265949	2.888359	3.909154	2.774822	2.5098849999999997	1.230412	2.254957	3.36089	2.5595790000000003	2.84555	8.169115	2.418829	1.7205009999999998	3.075499	2.371727	7.593603999999999	3.33416	2.063782	6.049144999999999	10.906898	8.610348
Kiaa0556	1.581193	0.484629	0.309236	0.44110900000000003	0.527658	0.975582	1.913872	1.380951	0.35268299999999997	0.8382729999999999	0.627366	1.8270919999999997	0.091316	0.39661799999999997	0.240366	0.91319	0.372697	0.660733	0.098004	0.66809	1.045815	0.369421	0.621747	1.055796	0.8036409999999999	0.763216	0.444694	0.8221290000000001	2.197575	1.112454	0.46297299999999997	0.169255	1.004285	0.9981639999999999	1.6908439999999998	1.522743	1.452919	1.591617	0.8841319999999999	0.5916560000000001	0.859821	0.757051	1.613831
Kiaa0586	1.7796919999999998	0.799076	1.2471860000000001	2.7848919999999997	3.5708879999999996	2.2292959999999997	2.523112	2.989761	0.0	3.168266	3.458736	2.9607810000000003	0.0	3.2027919999999996	2.453798	1.3842940000000001	1.489878	2.2812810000000003	1.366056	3.496749	3.671844	0.22041799999999998	2.394994	2.391988	0.986398	3.5581150000000004	1.9948110000000001	2.083755	3.234568	2.769714	2.93003	2.0209099999999998	2.9485259999999998	2.949178	2.24798	2.623556	3.14588	2.15852	2.460255	3.308935	4.7182889999999995	1.8846	3.447111
Kiaa0753	1.7829549999999998	1.994031	0.66859	2.628253	2.395044	0.614701	0.466634	1.052886	0.439766	0.515263	1.717961	1.6905880000000002	0.684856	2.165254	0.871151	1.2305700000000002	0.28348	1.112533	1.505871	2.227435	2.6284810000000003	0.5796359999999999	1.1410930000000001	2.131422	1.59459	2.646775	1.272001	1.367486	3.081784	2.054471	0.9610559999999999	0.533762	2.0674360000000003	2.105397	1.465682	1.408564	2.27713	2.016701	1.810125	2.529836	2.613409	1.0172350000000001	2.989207
Kiaa0825	0.504066	0.20147400000000001	0.33160500000000004	1.0878889999999999	0.282416	0.40131100000000003	1.331224	2.269247	0.0	0.552064	0.8333209999999999	0.98221	1.34114	0.350759	0.752803	0.515069	0.133796	0.092265	0.131131	0.5856979999999999	0.999143	0.169802	1.077118	0.085007	1.013016	0.5972310000000001	0.36538200000000004	0.517101	1.313456	0.858707	0.621624	0.38414699999999996	1.424796	0.7984829999999999	0.864034	0.748448	0.386245	1.140356	1.407173	0.7057770000000001	0.550854	0.05572100000000001	1.3430440000000001
Kiaa0895	0.541451	1.131701	0.9809899999999999	0.22353299999999998	0.46728000000000003	0.7113079999999999	1.128955	0.674744	0.0	0.790553	0.134778	0.600885	1.0823260000000001	0.283379	0.513256	1.559877	1.12327	1.004659	0.0	0.161681	1.193785	0.0	1.081228	0.6509010000000001	0.33668899999999996	0.547775	0.0	1.349811	1.6858939999999998	1.628949	0.7111649999999999	0.275517	0.36236599999999997	0.898538	1.585057	2.0115540000000003	1.9115090000000001	0.665134	0.556895	0.959915	0.768051	0.199818	0.552191
Kiaa0895l	3.61826	1.168795	0.768408	1.641102	4.151582	1.371399	2.507266	1.57184	0.317954	1.253757	1.620919	1.465517	1.643198	2.028998	1.38479	1.193898	2.508363	1.18992	1.935984	2.467504	2.7378419999999997	2.526955	1.7621740000000001	1.0749870000000001	2.494871	2.277222	1.1335309999999998	0.9024909999999999	2.656192	1.356042	1.35141	1.4768430000000001	3.458416	1.7358770000000001	1.403742	2.451873	1.530462	4.056437	1.8608470000000001	3.012939	2.371839	2.7911770000000002	3.4172919999999998
Kiaa0930	13.183604999999998	7.880589	9.517641000000001	16.569319	18.167992	8.668795	13.920204	10.548897	25.567818	10.790047999999999	15.705063	18.029911	10.096762	16.895891	18.434528	16.569246	11.384269999999999	12.497046000000001	25.666142	22.558285	17.127836	15.92619	15.412004999999999	15.932185999999998	18.217407	21.87475	26.373993	11.557016	17.820545000000003	13.234667000000002	21.599731	22.822723	9.122611000000001	8.799717	15.243791	16.668901	15.543970999999999	13.570457999999999	7.225569999999999	7.6755960000000005	14.913032999999999	13.053453999999999	11.378134
Kiaa1107	2.210101	1.8567150000000001	2.6147240000000003	2.132374	2.378059	1.492238	1.962102	2.8453009999999996	0.318659	2.3041150000000004	2.249014	2.718292	2.4958270000000002	2.063358	1.9053630000000001	2.5960229999999997	1.675617	1.304262	0.291191	1.7995880000000002	3.600086	0.6533680000000001	1.477832	2.2603459999999997	2.814898	2.781196	1.467457	2.131075	2.9742610000000003	3.7846589999999996	1.4974809999999998	1.398336	2.890087	2.300549	2.21512	2.357105	3.4599480000000002	2.7441009999999997	4.796443	3.523503	3.1356	0.9697620000000001	2.539976
Kiaa1109	7.144271000000001	5.892798	4.708304	3.1744790000000003	3.534175	1.7485680000000001	3.521588	14.969532999999998	1.319883	1.818827	2.9245229999999998	4.345111	17.220620999999998	3.792893	5.457829	3.282746	13.163182	14.299957999999998	1.2177280000000001	6.369676	5.2858	0.895176	7.373266	17.68577	17.448841	3.8852480000000003	3.996585	2.054015	6.436453	16.776176	1.89821	2.523474	7.587225	3.707062	2.92703	9.811200999999999	16.992682000000002	3.959582	10.954637	11.448969	3.8490050000000005	2.13072	7.535887
Kiaa1143	4.668414	5.361629	2.53103	23.627905	15.723072	24.383162	13.961682999999999	14.635622	2.188536	43.783749	15.359114000000002	23.623339	6.486929	25.975147	18.60379	21.253462	9.903207	27.418194	1.4342139999999999	10.407577	29.481068	0.0	28.841648	24.039537	19.322996	17.90431	8.831798	23.912291	31.610970000000002	39.496513	18.167173000000002	8.308648	18.893564	49.025246	30.326598999999998	28.074654	24.328770000000002	3.98829	13.81546	11.833321	15.101213000000001	7.741809	16.02467
Kiaa1147	2.06561	1.227832	1.296367	1.9394360000000002	2.748654	2.361094	1.413223	2.8445270000000002	1.719843	2.953328	2.229253	3.346189	1.7385400000000002	1.883148	3.228917	3.5478449999999997	3.4120510000000004	2.591175	1.3763239999999999	3.257396	3.3236550000000005	1.202775	2.709156	2.647125	2.835787	2.17825	2.741459	2.667859	3.23915	2.332289	1.600904	3.0351470000000003	2.583914	4.119267	3.390649	2.239487	2.76992	1.7595779999999999	2.278807	1.580041	2.3281650000000003	1.800107	2.892599
Kiaa1191	34.172592	31.579621999999997	17.518166	32.502926	39.183769	6.205359	30.739742	24.54394	15.281305999999999	24.808559	39.682091	44.01963	15.017126999999999	33.539707	29.226384999999997	15.031354	13.4189	26.983304999999998	16.901730999999998	33.076091999999996	36.117290000000004	20.339674	36.811904999999996	25.641583999999998	25.001276	41.460861	26.000025	30.326446999999998	48.272308	23.114773	30.707624	38.666409	50.164062	16.354475	46.790333000000004	39.063587	23.149593	44.625237	19.048405	22.32826	36.086739	22.081267999999998	47.897839000000005
Kiaa1211	0.079624	0.0	0.125244	0.122109	0.019747999999999998	0.112108	0.061903999999999994	0.11676500000000001	0.0	0.119547	0.12802	0.208485	0.23407600000000003	0.0	0.08943	0.155871	0.181599	0.261997	0.058441	0.070293	0.088362	0.0	0.14131400000000002	0.537626	0.544624	0.086012	0.051226999999999995	0.06776599999999999	0.274665	0.237848	0.109705	0.040725	0.047163	0.092629	0.09264299999999999	0.172087	0.267019	0.145789	0.272571	0.056461000000000004	0.0	0.011837	0.14593299999999998
Kiaa1211l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068018	0.0	0.0	0.0	0.0	0.062585	0.0	0.0	0.0	0.0	0.06575399999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kiaa1217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kiaa1257	0.0	0.0	0.0	0.103025	0.189926	0.484451	0.399878	1.386252	0.0	1.063515	0.11508800000000001	1.435627	0.39739	0.227043	0.213741	1.448415	0.0	1.689428	0.0	0.18196400000000001	1.173197	0.0	0.76217	1.979284	2.20005	0.057237	0.0	1.221043	2.759236	2.869631	0.05455700000000001	0.0	0.539315	1.9014229999999999	1.821103	2.4231529999999997	1.4152049999999998	0.0	0.15833699999999998	0.0	0.0	0.0	0.697637
Kiaa1324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09325599999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kiaa1324l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kiaa1328	2.693502	0.615959	1.1798600000000001	1.640942	1.5532190000000001	0.52547	0.631146	1.818499	0.0	0.369766	1.50223	0.567077	0.0	2.5270580000000002	1.290411	0.256659	1.029128	0.258737	0.814621	1.143158	1.998361	1.25957	0.686534	0.827633	0.8843690000000001	1.4517129999999998	1.247776	0.625395	1.180208	1.654996	0.655646	1.195453	1.0614649999999999	1.129433	0.826116	0.846799	1.30798	0.30637600000000004	0.23997399999999997	1.218542	1.155708	0.892317	0.745786
Kiaa1522	24.921347	3.6633410000000004	7.166594	14.461523999999999	11.351004	12.119025	21.589745	3.139153	8.158475	7.968605999999999	13.630729999999998	8.985304	6.086	6.772889	10.630730999999999	7.823767999999999	2.8388709999999997	3.87172	4.789249	10.476753	17.629099	19.543148000000002	10.632242	6.703738	8.246239	14.869088	8.747636	5.642769	18.064404	8.058819	6.370833999999999	5.376256	21.530228	6.020975	7.429736999999999	6.994956	9.180102	14.610545000000002	3.200431	19.143310999999997	9.199162	18.173693	27.595815999999996
Kiaa1549	0.30409899999999995	0.159026	0.29741300000000004	1.0020790000000002	1.294765	0.453622	0.6521279999999999	0.6272270000000001	0.287258	1.3394110000000001	1.025572	1.176531	0.097581	1.569799	1.408317	0.310207	0.15714	0.551772	0.43549	1.262412	1.574216	0.512714	0.628458	0.422192	1.423167	1.797741	0.814431	0.526458	1.440793	1.446903	0.9792040000000001	1.02263	0.572649	1.301205	1.205595	0.691883	0.984233	0.5802470000000001	0.573079	1.048478	1.204826	0.488217	0.864567
Kiaa1549l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kiaa1614	0.352254	0.23626799999999998	0.0	0.21646100000000001	0.16755699999999998	0.16256600000000002	0.299492	0.39151199999999997	0.0	0.386507	0.41171199999999997	0.632947	0.428048	0.6335850000000001	0.0	0.270016	0.167651	0.157474	0.0	0.29829	0.639393	0.339777	0.486328	0.485336	0.745777	0.46859300000000004	0.399775	0.370352	0.437388	0.324158	0.29016	0.235071	0.31695300000000004	0.31098899999999996	0.620961	0.40624099999999996	0.5110239999999999	0.330411	0.091067	0.0	0.215714	0.12721400000000002	0.220691
Kiaa1671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kiaa1755	13.198001000000001	2.330048	0.871933	0.19866099999999998	1.630572	4.851329	8.938221	5.7515220000000005	0.0	2.132607	0.1229	2.248936	1.660795	0.09111699999999999	0.0	2.6016310000000002	3.13754	2.273823	0.22352600000000003	0.125682	1.746661	2.11567	1.64717	2.082825	2.363928	0.0	0.0	1.090949	2.129666	1.808185	0.040129000000000005	0.110847	6.737107000000001	1.177594	1.068275	2.1648560000000003	1.7042680000000001	13.590874	2.528541	1.447376	0.22306199999999998	2.0775740000000003	6.694408
Kiaa1841	7.530575	9.079835000000001	5.2011389999999995	13.035863	7.856203999999999	3.764568	5.226861	6.393354	6.761974	3.8229919999999997	15.07574	9.756361	7.948896	10.361292	14.859473000000001	4.891136	7.47622	8.133849	6.17529	12.190022	17.158701	6.741111	8.634464	6.725094	11.710552999999999	19.222469	8.983333	5.075115	13.585303	7.79055	7.891655999999999	10.217839	11.210778	6.985005999999999	6.339906	6.516033999999999	9.533325999999999	7.357278	10.85234	11.586822999999999	18.162468	5.252661	12.825380000000001
Kiaa1958	0.499363	0.614344	0.351452	0.819926	0.465154	0.196881	0.208702	0.44643599999999994	0.0	0.202228	0.36130300000000004	0.18951500000000002	0.0	0.671383	0.723941	0.668849	0.566437	0.368967	0.170012	0.328734	0.406982	0.0	0.418922	0.34641	0.748599	0.794441	0.286858	0.5554060000000001	0.609378	0.637441	0.336828	0.16763599999999998	0.786874	0.170578	0.40817600000000004	0.376815	0.611124	0.407568	1.562932	0.699158	0.538384	0.136522	0.5306930000000001
Kiaa2012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.271803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08405399999999999	0.0	0.0	0.0	0.0	0.0	0.0
Kiaa2013	107.64774299999999	40.505482	46.261292	33.803631	54.139954	54.521393	83.709854	56.556702	48.944801	24.919598	36.317677	46.942677	30.429641999999998	29.982676	43.920212	39.73819	32.473071999999995	32.779971999999994	50.665886	41.342040999999995	40.355979999999995	86.6577	34.302555	45.822528999999996	35.189265999999996	40.350758	49.922993	31.836563	44.652843	39.572410999999995	38.642056	47.701736	76.983078	28.965946000000002	45.468478999999995	43.732906	34.674232	96.498711	41.573288	45.754108	36.819038	52.303665	88.38279
Kiaa2026	5.2170559999999995	6.6229059999999995	1.573364	3.5139169999999997	4.4499	2.726336	4.397096	9.890821	0.9106870000000001	1.700209	3.586637	5.560013	7.516308	3.131335	2.6050009999999997	2.564052	12.315237	3.701594	0.340516	3.2975550000000005	5.703049	1.7057529999999999	3.805593	11.120959	16.840366	3.141685	1.05829	1.826539	8.580783	10.17385	1.054986	1.576351	6.907222	4.779978	6.770194	5.662314	7.9334880000000005	2.685084	18.048304	18.273298	4.4814419999999995	1.9437790000000001	5.372597
Kidins220	5.438204	4.345376	3.141697	2.558549	4.392821	5.469977	5.226525	6.124179	1.077575	3.45866	3.4653959999999997	5.989234	7.511008	4.335041	3.285904	4.583669	10.015862	4.476965	0.783538	4.250763	6.945684	2.363337	4.10745	8.718127	10.525838	4.158436	2.024109	3.7990239999999997	6.988389	8.246432	2.476271	2.7896	6.6723550000000005	4.0893239999999995	4.6985339999999995	5.0151769999999996	10.381259	6.661741	7.904103	6.564669	3.80842	2.271178	8.966271
Kif12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kif13a	5.014009	5.67279	2.552702	4.006012	3.400293	3.165871	2.606898	2.7087220000000003	0.9313110000000001	3.514885	1.822136	4.191522	5.6555	5.296215	5.718253	3.307487	5.925802	5.879597	3.253172	4.746871	4.319335	3.285937	2.472251	4.553624	6.2976220000000005	5.579559	4.066241000000001	1.7072060000000002	5.832603	4.31645	3.6969589999999997	5.058873999999999	2.681134	4.226317	3.8792160000000004	3.023148	5.216256	4.933084	5.729919000000001	6.333964	2.2666880000000003	3.069503	3.162072
Kif13b	1.9571020000000001	1.501637	1.396349	0.600348	1.321591	1.5155299999999998	2.102551	2.187489	0.232174	0.90204	0.8204030000000001	1.750258	1.225399	0.788126	0.790713	0.923531	4.000635	1.549682	0.75698	1.3140530000000001	1.910423	0.9238350000000001	1.307292	2.837735	2.8135939999999997	0.9123889999999999	0.690357	0.897191	1.7164240000000002	2.94804	0.586227	0.46466	1.4919209999999998	0.8285959999999999	1.0516780000000001	1.610614	1.839378	1.947312	2.081164	1.760468	0.836714	0.569846	1.933803
Kif14	0.554516	0.5288390000000001	0.6332979999999999	9.611198	10.535233	1.042918	0.533981	1.139883	3.6611730000000002	3.864933	9.479125	2.9819169999999997	0.34126100000000004	9.924949	6.407217	2.481058	1.080174	0.10476099999999999	4.612483999999999	11.867889	7.746	7.240614999999999	1.992229	0.29399200000000003	0.515613	10.400095	6.588538000000001	3.185146	2.5646709999999997	0.171955	4.838813	8.263371000000001	2.065375	1.949731	2.1206150000000004	0.41201800000000005	0.828432	0.8289620000000001	2.067023	1.610441	11.748101	7.313559	1.8298900000000002
Kif15	0.494642	0.0	0.295898	38.573299	30.469128	3.382133	0.499187	0.0	23.163982	22.507231	41.382748	9.726469999999999	0.11604400000000001	49.331520000000005	38.348331	8.319396000000001	0.0	0.5784630000000001	35.657246	49.544273	39.566364	28.281006	9.018883	0.0	0.775606	50.092052	32.802231	24.516161	8.930532000000001	0.76863	35.164497	42.21479	4.292648000000001	22.082478	9.584512	0.5402600000000001	0.86244	0.5161439999999999	0.19428800000000002	0.183862	46.439198	24.301674	4.994347
Kif16b	7.658841000000001	5.14196	1.8607770000000001	4.067213	6.617516	6.855605000000001	8.466957	8.784124	4.792033999999999	6.354243	4.312081	10.236727	9.723375	4.055368	6.022533	7.535157000000001	13.525514000000001	6.802346000000001	3.53015	8.030792	10.745372	5.893266000000001	8.239514999999999	10.429757	13.798309	5.791364	3.673777	4.924856	14.752137	9.983985	3.497864	5.7319260000000005	12.822357	9.55494	11.81444	8.441042999999999	12.688595	11.715666	8.549724000000001	7.419471000000001	6.464304	2.7334509999999996	13.161144
Kif17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053239	0.0	0.0	0.0	0.0	0.388677	0.0	0.0	0.0	0.305537	0.380456	0.0	0.0	0.0	0.0	0.0	0.0	0.198182	0.257132	0.0	0.0	0.0	0.0	0.262428	0.372462	0.257421	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kif18a	1.444409	1.184391	1.534343	6.99405	6.729617999999999	1.23858	1.170374	1.360573	0.6961579999999999	2.680904	9.348995	2.0170779999999997	1.391828	7.183269999999999	5.5418449999999995	0.576888	0.0	1.277404	1.895204	6.391829	4.813027	1.973982	1.5565870000000002	1.83906	2.3126130000000003	5.588277	2.860298	2.835691	2.4521040000000003	1.1529479999999999	4.995374	3.771233	4.521876	3.600138	2.747614	0.715102	2.05345	1.149517	2.4741150000000003	2.283009	10.020809	3.452377	3.743061
