Gene	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S1	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S2	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S3	S40	S41	S42	S43	S4	S5	S6	S7	S8	S9
LOC100771111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771112	0.6118319999999999	1.8338470000000002	0.6819689999999999	1.192792	1.012632	1.000248	0.555025	1.575693	0.806437	0.861707	0.6569159999999999	0.567851	3.210614	0.998276	1.32169	1.459048	4.449457	1.273762	1.327199	1.4179030000000001	1.8795080000000002	1.3315270000000001	0.625596	2.198466	3.7677480000000005	0.807417	0.725228	1.144517	0.642415	1.5076379999999998	0.773017	0.657254	1.127457	1.173051	0.7409479999999999	0.961425	2.85173	0.751816	1.986694	2.536616	1.0204030000000002	1.213178	1.141055
LOC100771114	0.0	0.7006060000000001	0.0	0.604961	0.312222	0.0	0.0	0.412332	0.172036	0.43053500000000006	0.290669	1.072682	0.0	1.226842	0.0	1.109629	0.0	1.181977	0.200856	0.49292299999999994	0.5177390000000001	0.8039109999999999	0.0	0.0	0.0	0.48089	0.0	1.012565	0.0	0.0	0.436092	0.43437	0.321615	0.49118100000000003	0.0	0.32401599999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.49161499999999997
LOC100771117	0.07887000000000001	0.761188	1.049896	0.408639	0.45102700000000007	0.384317	0.451442	0.21629400000000001	2.144328	2.479373	0.40838800000000003	0.720503	1.612005	1.031893	1.012299	1.222126	0.0	0.258206	1.623952	0.634458	0.89918	0.393787	1.406199	0.0	0.536841	0.655057	1.6098299999999999	0.860929	0.499321	0.13578199999999999	0.505119	1.8140319999999999	0.0	1.048471	1.3484260000000001	0.51754	0.357143	0.0	0.755886	0.41676899999999995	0.44172700000000004	0.46816499999999994	0.037349
LOC100771119	0.0	0.075955	0.0	0.21636	0.024746	0.0	0.0	0.0	0.0	0.0	0.15229600000000001	0.0	0.09233	0.269955	0.424796	0.17623	0.31621900000000003	0.0	0.163458	0.261104	0.015135	0.022994999999999998	0.082871	0.0	0.0	0.059399	0.211652	0.129911	0.057621000000000006	0.0	0.126153	0.394429	0.0	0.0	0.054922000000000006	0.22848200000000002	0.107599	0.0	0.0	0.199234	0.375334	0.12648	0.022097
LOC100771121	0.7598699999999999	0.541524	1.011932	1.031937	0.474987	1.147757	0.217092	1.0555450000000002	0.46307	1.0810879999999998	0.339319	0.6164850000000001	0.9937729999999999	0.816448	0.0	2.447546	0.674138	1.690568	0.259062	0.747641	0.589537	0.43166899999999997	0.7708470000000001	1.218832	1.1703139999999999	0.59707	0.16503099999999998	0.9605799999999999	1.942669	0.718248	0.317143	0.18722	0.7150850000000001	0.8141229999999999	0.97134	0.205066	0.9842930000000001	0.242092	4.579205	1.023418	0.745831	0.0	0.8584229999999999
LOC100771124	0.49828999999999996	0.33211399999999996	0.579064	0.43919300000000006	0.5926819999999999	0.163113	0.22591799999999998	0.123698	0.0	0.349152	0.344477	0.6483140000000001	0.0	0.41413999999999995	0.0	0.029432	0.0	0.0	0.0	0.393953	0.77042	0.5411590000000001	0.298794	0.45738900000000005	0.49015200000000003	0.071159	0.074148	0.22539299999999998	0.300797	0.169745	0.267762	0.185251	0.143652	0.190917	0.588121	0.193182	0.199378	0.12166099999999999	0.21789699999999998	0.420962	0.465664	0.366553	0.367197
LOC100771126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771129	0.0	0.0	0.0	0.311823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28710399999999997	0.0	0.0	0.370798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771151	2.785764	3.171973	2.437318	4.020599	6.502632	5.227915	4.896643	7.62878	0.178242	7.2551309999999996	4.374678	12.140289	4.656325	5.353128	6.435071	5.9518629999999995	9.679277	10.160210000000001	1.4091069999999999	3.404661	8.402292999999998	2.8510470000000003	6.565325	9.435999	6.652705	6.09543	2.437769	3.070392	14.362228	16.228289	4.263571	6.1370190000000004	8.490316	1.210715	11.444164	15.263482999999999	15.308391	8.52378	2.723321	2.720002	4.023663	4.634486	3.780654
LOC100771152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771168	0.0	0.0	0.114551	0.486308	0.294026	0.406496	0.7083109999999999	0.926485	0.0	1.37015	0.137428	2.597439	1.105178	0.0	0.0	1.014334	1.120449	3.125499	0.361729	0.102728	0.783099	0.0	1.590498	2.488626	1.787341	0.0	0.0	0.193683	2.021639	4.177874	0.0	0.187978	1.3745020000000001	0.279152	1.520951	2.291808	2.135647	0.0	0.9351379999999999	0.0	0.073436	0.183918	0.763378
LOC100771174	6.0156410000000005	10.087713	6.043787	6.1100959999999995	2.877781	7.252325999999999	3.3395	5.0136	0.562742	5.450037	4.37502	2.1741189999999997	2.81765	2.087958	1.590335	6.251805	4.826988	2.510122	4.834077	3.620533	7.169865	2.57385	7.2080589999999995	2.591012	1.4806979999999998	3.829709	4.402561	8.087444	4.669017	3.540404	2.232281	3.6351370000000003	2.8004189999999998	7.368510000000001	3.460003	6.283361	3.6574120000000003	2.991103	8.034571000000001	11.957274	1.8898119999999998	1.778718	6.316262999999999
LOC100771186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771200	1.538973	1.671246	0.750616	1.335998	1.7732729999999999	1.541101	1.925774	0.550497	0.6825100000000001	1.218206	0.504698	0.895819	0.589743	1.152141	1.224876	0.558154	0.651309	0.390957	1.1657799999999998	2.246891	2.20682	0.531099	0.897908	0.81543	1.448798	1.8631779999999998	1.023555	2.111525	1.4845780000000002	0.862711	1.204821	1.399873	1.382212	1.117383	0.6874520000000001	1.0191059999999998	0.520725	0.868125	0.610796	0.36333499999999996	1.034734	0.9552930000000001	0.888677
LOC100771202	2.8430169999999997	2.3069040000000003	2.394868	1.914235	2.798089	3.182379	2.497305	2.342738	1.6998419999999999	3.432324	2.551359	3.552693	1.9418540000000002	4.595442	3.4285769999999998	2.742698	3.451851	2.4611509999999996	1.0931540000000002	3.400743	1.881284	4.373863	2.540581	2.813915	2.65841	2.859784	1.776087	2.138456	1.365631	2.60586	2.458927	2.44018	3.615414	2.242126	2.245628	2.901944	2.844751	2.7892349999999997	3.06432	2.7707349999999997	3.3938589999999995	2.014005	2.60272
LOC100771207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771208	0.0	0.0	0.34755199999999997	0.145347	0.280562	0.8241350000000001	0.274336	0.443042	0.0	0.772521	0.336751	0.0	0.0	0.61821	0.0	0.682932	0.655872	0.536632	0.0	0.20858800000000002	0.29289899999999996	0.546517	0.448729	0.0	0.7000350000000001	0.199269	1.127537	0.26618600000000003	0.0	0.258657	0.332244	0.329014	0.023609	0.047363999999999996	0.373444	0.684288	0.352113	0.662859	0.6248779999999999	0.0	0.194723	0.572504	0.0
LOC100771209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.598774	0.0	0.0	0.49098800000000004	0.431299	0.404208	0.0	0.0	0.309631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771211	14.011022	17.772997	21.910395	22.23292	22.993721	16.431148999999998	12.69726	18.786735999999998	11.386871000000001	14.844545000000002	22.091312	13.984784	11.149367999999999	29.762642	19.638248	14.156037	14.398767000000001	18.207174	20.599937	24.602182	16.837917	13.117277	16.57695	17.893477999999998	20.026204999999997	21.38015	25.217724	15.156922	12.321533	14.142678	25.812866	27.262472	14.491462	16.087709	13.712110999999998	15.117244	17.098276000000002	12.160686	17.874883999999998	15.480666000000001	25.755198	16.187620000000003	11.881250999999999
LOC100771214	3.2393560000000003	0.0	0.0	2.425414	3.6506879999999997	4.801537000000001	1.7005540000000001	0.62257	3.359568	5.180738	1.153299	1.30521	2.609338	2.705178	2.95198	1.2978040000000002	2.439182	0.0	5.301867	5.469901999999999	6.939375	6.3175349999999995	5.926776	2.302539	3.9917480000000003	3.016153	3.204484	3.9652190000000003	1.969269	1.349992	2.579221	2.032736	2.127277	4.804594	3.46858	1.8488220000000002	0.45575200000000005	0.508975	0.0	1.1443969999999999	1.598637	2.548036	3.9228739999999998
LOC100771222	5.9060440000000005	4.622829	2.6191419999999996	8.157708	9.114885000000001	1.117736	4.659141	3.708049	0.536475	4.991054	8.276622999999999	7.166219	3.507635	6.6346	5.964881	1.8059150000000002	2.988398	3.006159	1.1368200000000002	5.928617	8.892693	2.2974930000000002	1.936828	5.308858	8.620223	10.26286	3.917187	1.256122	4.957897	6.237575	3.4700800000000003	5.123577	5.911911	8.234558999999999	8.163372	2.743016	4.624727	5.601674	4.428013	10.433416000000001	6.664915	4.101362	8.502801
LOC100771224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771228	0.343379	0.0	0.246569	0.302216	0.260536	0.192907	0.0	0.0	0.43206700000000003	0.0	0.0	0.47509399999999996	0.0	0.0	0.0	0.0	1.503786	0.0	0.214535	0.0	0.222361	0.6764680000000001	0.0	0.0	0.8003359999999999	0.183444	0.0	0.127162	0.0	0.0	0.0	0.714246	0.0	0.246887	0.0	0.0	0.595793	0.0	0.0	0.0	0.295724	0.0	0.324658
LOC100771234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771251	27.71302	10.750511999999999	7.159244999999999	36.618171999999994	30.446932	34.294071	30.935425	15.634749	12.186369000000001	35.677792	32.940426	22.704462	23.223720999999998	35.486946	29.092707	23.333778	17.954782	26.916613	28.488703000000005	26.037470000000003	25.555275	19.47822	23.763576999999998	20.807638	32.388569	30.384959999999996	31.693527000000003	25.838251	19.568419	25.012558	35.554417	20.828718	22.657063	23.767227	16.870066	23.547922	24.951118	19.645266	12.281597	9.237121	29.936674	27.036369	26.135864
LOC100771258	0.8508100000000001	1.4846549999999998	1.543903	1.663191	1.378763	0.364088	0.705175	0.954716	1.323762	1.2595049999999999	0.722597	0.937377	0.510704	0.559571	0.559358	1.7076529999999999	0.122886	0.8936790000000001	0.908466	1.68475	0.759161	2.328795	0.33466	0.0	0.0	2.5123919999999997	2.243547	0.980299	1.413135	1.5698969999999999	1.113947	0.58198	1.542331	1.113997	1.9065580000000002	1.794314	0.4466	1.362251	0.5020140000000001	0.6694939999999999	0.242821	0.359271	2.873733
LOC100771263	0.0	0.41329499999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.203991	0.0	0.0	0.0	0.377965	0.615147	0.0	0.0	0.0	0.625166	0.579382	0.0	1.354438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48625100000000004	0.0	0.456413	0.0
LOC100771264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771285	4.941662	0.0	0.0	10.157210000000001	8.316568	18.923515	10.773643	4.135331	2.8231900000000003	30.816675	8.406705	10.649486	2.239467	2.100181	4.2973230000000004	20.384464	2.0539669999999997	4.444592	0.0	2.572027	26.021448	4.315583	12.092587	7.839223	4.979364	1.950539	2.864616	16.618835	10.78357	6.452042	1.771111	1.383641	13.163994	38.958984	8.741502	6.205971	3.382113	3.9720809999999998	0.0	0.0	8.242666999999999	5.553413	12.22661
LOC100771289	33.510815	60.899651	56.874171999999994	33.106487	20.320879	40.510998	22.051479	37.31459	14.208495000000001	55.417175	29.422518	39.502609	41.296558000000005	20.79948	30.174902000000003	55.46603	31.432515999999996	37.732459999999996	38.295925	30.963520000000003	40.764053000000004	12.764345	45.010483	35.746216	25.73399	30.419834	38.945889	39.314243	41.603962	29.2813	38.230118	38.628044	25.691727	38.521392999999996	42.427959	37.344204	33.214203000000005	22.244484	34.581466999999996	48.409607	25.516958	44.244888	29.620285
LOC100771290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107406	0.0	0.0	0.538219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.270252	0.10387	0.0	0.0	0.0	0.0	0.0	0.217306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068749	0.0	0.0	0.068372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028495999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771319	22.768618	16.30645	1.9968720000000002	14.831517000000002	15.298614	16.511639000000002	17.653026999999998	18.645269	11.409994000000001	17.522814	14.296885000000001	28.546523999999998	8.925226	15.805757999999999	11.728306	24.185554999999997	10.766859	11.324110000000001	14.684082	18.841331	21.971672	11.531825	6.798800999999999	13.514503	16.947155	14.201607000000001	14.628959	17.169249	21.209885	13.253392000000002	14.787823000000001	9.160924000000001	19.835403	7.476452	8.047459	14.111137	12.016519	19.761354	4.09544	19.01276	13.166518	10.797203999999999	20.585066
LOC100771328	0.0	0.0	0.0	0.319922	0.11027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6227050000000001	0.0	0.6020449999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7888689999999999	0.0	0.0	0.0	0.25919000000000003	0.0	0.212246	0.0	0.0	0.0	0.0	0.633756	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771329	0.0	0.0	0.0	0.0	0.47293	0.419971	0.42071499999999995	0.0	0.0	0.203255	0.051976	0.552384	0.0	0.0	0.135774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499417	0.0	0.097939	0.0	0.0	0.0	0.0	0.0	0.196784	0.06272799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47783000000000003	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771351	108.18412	106.554993	49.982468	446.750885	329.203949	85.165115	56.809475	58.566204000000006	28.532584999999997	133.78628500000002	389.539124	64.047173	26.880777000000002	174.826874	119.98860900000001	44.5989	40.280052000000005	39.923355	53.890915	101.159584	112.086372	47.668652	51.156096999999995	46.023410999999996	83.187775	390.976471	95.662842	98.128212	82.98095699999999	120.64470700000001	422.2146	73.50209	158.1306	209.621231	79.33087900000001	59.990002000000004	134.955185	48.735741	103.631279	47.855263	418.138855	87.138306	89.669914
LOC100771353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100771356	0.30198600000000003	0.0	0.0	0.11471300000000001	0.0	0.328793	0.0	0.0	0.0	0.46299399999999996	0.170511	0.0	0.49743999999999994	0.093815	0.447486	0.0	0.0	0.510109	0.0	0.0	0.55161	0.441104	0.0	1.475135	1.657534	0.0	0.0	0.6905	0.263299	0.9510870000000001	0.0	0.0	0.0	0.337568	0.39610500000000004	0.0	0.721673	0.0	1.087888	1.592118	0.188497	0.0	0.0
LOC100771360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012819	0.0	0.0	0.0	0.0	0.02223	0.0	0.35255	0.0	0.0	0.0	0.0
LOC100771374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041000999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111653	0.0	0.0	0.060525999999999996	0.0	0.0	0.0
LOC100771379	1.140077	0.320218	0.177905	1.010153	0.436659	0.623868	0.480367	0.607016	0.0	0.284337	0.323388	0.98095	0.15740099999999999	0.47628100000000007	0.146313	0.690211	0.45741400000000004	0.272874	0.660018	0.31321	1.0903479999999999	0.647818	0.506945	0.252981	0.0	0.209713	0.61808	0.368327	0.391187	1.070306	0.42366899999999996	0.478117	1.444342	0.314031	0.76918	0.804053	0.41850200000000004	0.531325	1.40381	0.0	0.058197000000000006	0.476463	0.47339899999999996
LOC100771382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
